,,,,, Delta ,Price,Price Change,Price Change (%),Period PnL,Traded Delta,Traded PnL,YTD PnL,Period Delta Change,Mkt Value,%Delta,$Gamma,$Vega,$Theta,ImpliedVol,,,,,
Pod(L2),Book(L3),Underlier,Desk Strategy,Ticker,,,,,,,,,,,,,,,,,,,,
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/02Aug2024/C1800.0," $(55,596,491)",137.38,-13595.22232,-98.99960694,-0.981866856,0,0,-2895367.372,-0.981866856,-8242800,52.10054429,0.027284841,-73772.06303,5.12E-11,1.184658486,,,,,
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/02Aug2024/P1555.0," $6,459,307 ",50.5255744,-5000.450749,-98.99968697,66.5675925,0,0,376737.4742,66.5675925,-833671.9776,-22.01142213,0.001406875,-15085.72159,0.65631339,1.168592344,,,,,
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/26Jul2024/P1550.0," $7,255,683 ",17.44205148,-1726.240882,-98.99970051,48.86377542,0,0,528347.9836,48.86377542,-523261.5443,-13.59888061,-0.004689582,-12177.55678,0.476449318,1.280800449,,,,,
Eduardo,,,,," $507,700 ",,,,417.564883,0,0,324064.7705,417.564883,507699.8683,,0,0,0,,,,,,
Eduardo,Crypto,,,," $507,700 ",,,,417.564883,0,0,324064.7705,417.564883,507699.8683,,0,0,0,,,,,,
Eduardo,Crypto,BTC,,," $155,225 ",67810.73776,4.536508514,0.006690404,10.38451257,0,0,290006.3157,10.38451257,155225.4242,0,0,0,0,0,,,,,
Eduardo,Crypto,BTC,Core,," $155,225 ",67810.73776,4.536508514,0.006690404,10.38451257,0,0,290006.3157,10.38451257,155225.4242,0,0,0,0,0,,,,,
Eduardo,Crypto,BTC,Core,BTC," $155,225 ",67810.73776,4.536508514,0.006690404,10.38451257,0,0,290006.3157,10.38451257,155225.4242,0,0,0,0,0,,,,,
Eduardo,Crypto,ETH,,," $352,474 ",3504.60697,4.048540789,0.115654141,407.1803704,0,0,34058.45475,407.1803704,352474.4441,0,0,0,0,0,,,,,
Eduardo,Crypto,ETH,Core,," $352,474 ",3504.60697,4.048540789,0.115654141,407.1803704,0,0,34058.45475,407.1803704,352474.4441,0,0,0,0,0,,,,,
Eduardo,Crypto,ETH,Core,ETH," $352,474 ",3504.60697,4.048540789,0.115654141,407.1803704,0,0,34058.45475,407.1803704,352474.4441,0,0,0,0,0,,,,,
Felman,,,,," $4,036,921 ",,,,-66896.98282,0,0,2263015.688,-66896.98282,4299743.366,,0.640257847,-960.7560817,-0.0012776,,,,,,
Felman,Crypto,,,," $4,036,921 ",,,,-66896.98282,0,0,2263015.688,-66896.98282,4299743.366,,0.640257847,-960.7560817,-0.0012776,,,,,,
Felman,Crypto,ALT,,," $(520,134)",0.154934,-0.001703,-1.087227156,5717.195796,0,0,155334.9258,5717.195796,-520133.8893,0,0,0,0,0,,,,,
Felman,Crypto,ALT,Core,," $(520,134)",0.154934,-0.001703,-1.087227156,5717.195796,0,0,155334.9258,5717.195796,-520133.8893,0,0,0,0,0,,,,,
Felman,Crypto,ALT,Core,ALT," $(520,134)",0.154934,-0.001703,-1.087227156,5717.195796,0,0,155334.9258,5717.195796,-520133.8893,0,0,0,0,0,,,,,
Felman,Crypto,ARKM,,," $(774,059)",1.6,-0.04,-2.43902439,19351.48,0,0,-42270.24636,19351.48,-774059.2,0,0,0,0,0,,,,,
Felman,Crypto,ARKM,Core,," $(774,059)",1.6,-0.04,-2.43902439,19351.48,0,0,-42270.24636,19351.48,-774059.2,0,0,0,0,0,,,,,
Felman,Crypto,ARKM,Core,ARKM," $(774,059)",1.6,-0.04,-2.43902439,19351.48,0,0,-42270.24636,19351.48,-774059.2,0,0,0,0,0,,,,,
Felman,Crypto,ASTR,,," $1,553,093 ",0.078717,-0.002141,-2.64785179,-42242.11676,0,0,52643.35836,-42242.11676,1553093.276,0,0,0,0,0,,,,,
Felman,Crypto,ASTR,Core,," $1,553,093 ",0.078717,-0.002141,-2.64785179,-42242.11676,0,0,52643.35836,-42242.11676,1553093.276,0,0,0,0,0,,,,,
Felman,Crypto,ASTR,Core,ASTR," $1,553,093 ",0.078717,-0.002141,-2.64785179,-42242.11676,0,0,52643.35836,-42242.11676,1553093.276,0,0,0,0,0,,,,,
Felman,Crypto,BTC,,," $3,011,576 ",,,,12.18125501,0,0,642906.7728,12.18125501,3274397.978,,0.640257847,-960.7560817,-0.0012776,,,,,,
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,," $3,011,576 ",,,,12.18125501,0,0,642906.7728,12.18125501,3274397.978,,0.640257847,-960.7560817,-0.0012776,,,,,,
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,FIP," $1,933,240 ",9.666201753,1.15E-06,1.19E-05,0.230374452,0,0,55250.37409,0.230374452,1933240.351,0,0,0,0,0,,,,,
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,WULF," $1,410,921 ",5.587804323,6.66E-07,1.19E-05,0.168132254,0,0,585391.9615,0.168132254,1410920.592,0,0,0,0,0,,,,,
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,WULF/16Aug2024/C7.0," $(332,585)",0.387572025,-38.36095328,-98.99977606,11.7827483,0,0,2264.4372,11.7827483,-69762.96447,33.05359055,0.640257847,-960.7560817,-0.0012776,1.438242251,,,,,
Felman,Crypto,ETHFI,,," $(570,437)",2.6,0.18,7.438016529,-39491.802,0,0,-70644.97137,-39491.802,-570437.14,0,0,0,0,0,,,,,
Felman,Crypto,ETHFI,Core,," $(570,437)",2.6,0.18,7.438016529,-39491.802,0,0,-70644.97137,-39491.802,-570437.14,0,0,0,0,0,,,,,
Felman,Crypto,ETHFI,Core,ETHFI," $(570,437)",2.6,0.18,7.438016529,-39491.802,0,0,-70644.97137,-39491.802,-570437.14,0,0,0,0,0,,,,,
Felman,Crypto,ILV,,," $478,702 ",72.77,-2.17,-2.895649853,-14274.88062,0,0,-21247.86378,-14274.88062,478701.8722,0,0,0,0,0,,,,,
Felman,Crypto,ILV,Core,," $478,702 ",72.77,-2.17,-2.895649853,-14274.88062,0,0,-21247.86378,-14274.88062,478701.8722,0,0,0,0,0,,,,,
Felman,Crypto,ILV,Core,ILV," $478,702 ",72.77,-2.17,-2.895649853,-14274.88062,0,0,-21247.86378,-14274.88062,478701.8722,0,0,0,0,0,,,,,
Felman,Crypto,JTO,,," $1,173,552 ",2.79,0.01,0.35971223,4206.27944,0,0,173241.4234,4206.27944,1173551.964,0,0,0,0,0,,,,,
Felman,Crypto,JTO,Core,," $1,173,552 ",2.79,0.01,0.35971223,4206.27944,0,0,173241.4234,4206.27944,1173551.964,0,0,0,0,0,,,,,
Felman,Crypto,JTO,Core,JTO," $1,173,552 ",2.79,0.01,0.35971223,4206.27944,0,0,173241.4234,4206.27944,1173551.964,0,0,0,0,0,,,,,
Felman,Crypto,SOL,,," $337,901 ",180.5490308,-1.958912851,-1.073330186,-3666.148644,0,0,1065827.688,-3666.148644,337901.4968,0,0,0,0,0,,,,,
Felman,Crypto,SOL,Core,," $337,901 ",180.5490308,-1.958912851,-1.073330186,-3666.148644,0,0,1065827.688,-3666.148644,337901.4968,0,0,0,0,0,,,,,
Felman,Crypto,SOL,Core,SOL," $337,901 ",180.5490308,-1.958912851,-1.073330186,-3666.148644,0,0,1065827.688,-3666.148644,337901.4968,0,0,0,0,0,,,,,
Felman,Crypto,STRK,,," $(710,774)",0.606305,0.003674,0.609659974,-4307.047835,0,0,182788.5264,-4307.047835,-710774.2618,0,0,0,0,0,,,,,
Felman,Crypto,STRK,Core,," $(710,774)",0.606305,0.003674,0.609659974,-4307.047835,0,0,182788.5264,-4307.047835,-710774.2618,0,0,0,0,0,,,,,
Felman,Crypto,STRK,Core,STRK," $(710,774)",0.606305,0.003674,0.609659974,-4307.047835,0,0,182788.5264,-4307.047835,-710774.2618,0,0,0,0,0,,,,,
Felman,Crypto,TON,,," $2,661,430 ",7.04,-0.09,-1.26227209,-34023.96257,0,0,-26892.84134,-34023.96257,2661429.961,0,0,0,0,0,,,,,
Felman,Crypto,TON,Core,," $2,661,430 ",7.04,-0.09,-1.26227209,-34023.96257,0,0,-26892.84134,-34023.96257,2661429.961,0,0,0,0,0,,,,,
Felman,Crypto,TON,Core,TON," $2,661,430 ",7.04,-0.09,-1.26227209,-34023.96257,0,0,-26892.84134,-34023.96257,2661429.961,0,0,0,0,0,,,,,
Felman,Crypto,WLD,,," $(2,161,788)",2.47,-0.05,-1.984126984,43760.9,0,0,113022.5551,43760.9,-2161788.46,0,0,0,0,0,,,,,
Felman,Crypto,WLD,Core,," $(2,161,788)",2.47,-0.05,-1.984126984,43760.9,0,0,113022.5551,43760.9,-2161788.46,0,0,0,0,0,,,,,
Felman,Crypto,WLD,Core,WLD," $(2,161,788)",2.47,-0.05,-1.984126984,43760.9,0,0,113022.5551,43760.9,-2161788.46,0,0,0,0,0,,,,,
Felman,Crypto,XAI,,," $(442,140)",0.373265,0.001637,0.440494258,-1939.060877,0,0,38306.3612,-1939.060877,-442140.2311,0,0,0,0,0,,,,,
Felman,Crypto,XAI,Core,," $(442,140)",0.373265,0.001637,0.440494258,-1939.060877,0,0,38306.3612,-1939.060877,-442140.2311,0,0,0,0,0,,,,,
Felman,Crypto,XAI,Core,XAI," $(442,140)",0.373265,0.001637,0.440494258,-1939.060877,0,0,38306.3612,-1939.060877,-442140.2311,0,0,0,0,0,,,,,
Lending,,,,," $290,645,613 ",,,,34.63476426,0,0,36114912.61,34.63476426,290645613.4,,0,0,0,,,,,,
Lending,Crypto,,,," $290,645,613 ",,,,34.63476426,0,0,36114912.61,34.63476426,290645613.4,,0,0,0,,,,,,
Lending,Crypto,BTC,,," $290,645,613 ",,,,34.63476426,0,0,36114912.61,34.63476426,290645613.4,,0,0,0,,,,,,
Lending,Crypto,BTC,E_CRYPTO_EQUITY ,," $290,645,613 ",,,,34.63476426,0,0,36114912.61,34.63476426,290645613.4,,0,0,0,,,,,,
Lending,Crypto,BTC,E_CRYPTO_EQUITY ,ARKB," $85,773,796 ",67.27356546,8.02E-06,1.19E-05,10.22122842,0,0,14310339.46,10.22122842,85773795.96,0,0,0,0,0,,,,,
Lending,Crypto,BTC,E_CRYPTO_EQUITY ,IBIT," $204,871,817 ",38.38491699,4.57E-06,1.19E-05,24.41353583,0,0,21804573.15,24.41353583,204871817.5,0,0,0,0,0,,,,,
Novo,,,,," $1,010,900,178 ",,,,-892387.5471,0,0,364911115.3,2790442.713,974498282.3,,3682830.26,55272.37636,-224057.682,,,,,,
Novo,Crypto,,,," $1,010,900,178 ",,,,-892387.5471,0,0,364911115.3,2790442.713,974498282.3,,3682830.26,55272.37636,-224057.682,,,,,,
Novo,Crypto,BGCI,,," $31,051,563 ",2725.734116,0.16411647,0.006021363,1869.614821,0,0,18196531.78,1869.614821,31051563.05,0,0,0,0,0,,,,,
Novo,Crypto,BGCI,AssetMgmt,," $31,051,563 ",2725.734116,0.16411647,0.006021363,1869.614821,0,0,18196531.78,1869.614821,31051563.05,0,0,0,0,0,,,,,
Novo,Crypto,BGCI,AssetMgmt,BGCI," $31,051,563 ",2725.734116,0.16411647,0.006021363,1869.614821,0,0,18196531.78,1869.614821,31051563.05,0,0,0,0,0,,,,,
Novo,Crypto,BTC,,," $663,289,993 ",,,,-534334.1237,0,0,144203059.3,3148496.136,626888096.6,,3682830.26,55272.37636,-224057.682,,,,,,
Novo,Crypto,BTC,Core,," $413,415,778 ",,,,27657.33363,0,0,128777263.3,27657.33363,413415778.3,,0,0,0,,,,,,
Novo,Crypto,BTC,Core,BTC," $317,472,061 ",67810.73776,4.536508514,0.006690404,21238.74115,0,0,92975283.45,21238.74115,317472060.7,0,0,0,0,0,,,,,
Novo,Crypto,BTC,Core,BTC_MT_GOX," $95,943,718 ",8476.342221,0.567063564,0.006690404,6418.592484,0,0,35801979.85,6418.592484,95943717.6,0,0,0,0,0,,,,,
Novo,Crypto,BTC,ETF ,," $210,018,282 ",,,,25.02681395,0,0,15061645.97,25.02681395,210018282.2,,0,0,0,,,,,,
Novo,Crypto,BTC,ETF ,ARKB," $105,955,866 ",67.27356546,8.02E-06,1.19E-05,12.62622334,0,0,5329094.101,12.62622334,105955865.6,0,0,0,0,0,,,,,
Novo,Crypto,BTC,ETF ,BTCO," $48,751,594 ",67.24357724,8.01E-06,1.19E-05,5.809480246,0,0,6881244.502,5.809480246,48751593.5,0,0,0,0,0,,,,,
Novo,Crypto,BTC,ETF ,GBTC," $27,012,311 ",59.65655849,7.11E-06,1.19E-05,3.218920111,0,0,2633719.096,3.218920111,27012310.72,0,0,0,0,0,,,,,
Novo,Crypto,BTC,ETF ,IBIT," $28,298,512 ",38.38491699,4.57E-06,1.19E-05,3.372190248,0,0,217588.2739,3.372190248,28298512.36,0,0,0,0,0,,,,,
Novo,Crypto,BTC,Options ,," $39,855,932 ",,,,-562016.4841,0,0,364150.0499,3120813.776,3454036.13,,3682830.26,55272.37636,-224057.682,,,,,,
Novo,Crypto,BTC,Options ,BTCUSD-2024AUG02-C-70000=GALAXY_HK," $30,932,925 ",2401.214138,-390.9569992,-14.0018996,-410481.7335,0,0,609982.9608,1969503.55,2521274.845,43.44434129,2379985.284,48432.08878,-152974.4963,0.681167816,,,,,
Novo,Crypto,BTC,Options ,BTCUSD-2024AUG30-C-66000=GALAXY_HK," $21,032,478 ",6935.812854,-385.1696639,-5.26117448,-192580.646,0,0,2617910.613,436929.7842,3467906.427,62.03288314,629510.4303,42681.28433,-34113.52599,0.619953973,,,,,
Novo,Crypto,BTC,Options ,BTCUSD-2024AUG30-C-69000=GALAXY_HK," $(18,131,834)",5486.974169,-417.8444509,-7.076329992,208917.9558,0,0,-2193491.354,-443210.3579,-2743487.084,53.47776699,-652128.3136,-44561.69497,35895.90726,0.624818017,,,,,
Novo,Crypto,BTC,Options ,BTCUSD-2024JUL26-C-72000=GALAXY_HK," $6,022,364 ",452.9172659,-364.9520618,-44.62229472,-167872.0604,0,0,-670252.1696,1157590.799,208341.9423,19.30681693,1325462.859,8720.698231,-72865.5669,0.632159286,,,,,
Novo,Crypto,DOGE,,," $5,260,611 ",0.140364729,-0.00055527,-0.394032382,-20810.51035,0,0,-739379.6358,-20810.51035,5260610.836,0,0,0,0,0,,,,,
Novo,Crypto,DOGE,Core,," $5,260,611 ",0.140364729,-0.00055527,-0.394032382,-20810.51035,0,0,-739379.6358,-20810.51035,5260610.836,0,0,0,0,0,,,,,
Novo,Crypto,DOGE,Core,DOGE," $5,260,611 ",0.140364729,-0.00055527,-0.394032382,-20810.51035,0,0,-739379.6358,-20810.51035,5260610.836,0,0,0,0,0,,,,,
Novo,Crypto,ETH,,," $189,441,513 ",3504.60697,4.048540789,0.115654141,218843.8527,0,0,119358302.7,218843.8527,189441512.8,0,0,0,0,0,,,,,
Novo,Crypto,ETH,Core,," $189,441,513 ",3504.60697,4.048540789,0.115654141,218843.8527,0,0,119358302.7,218843.8527,189441512.8,0,0,0,0,0,,,,,
Novo,Crypto,ETH,Core,ETH," $189,441,513 ",3504.60697,4.048540789,0.115654141,218843.8527,0,0,119358302.7,218843.8527,189441512.8,0,0,0,0,0,,,,,
Novo,Crypto,FTX_SOL,,," $102,047,893 ",99.30196695,-1.077402068,-1.073330186,-1107194.69,0,0,39700230.38,-1107194.69,102047892.6,0,0,0,0,0,,,,,
Novo,Crypto,FTX_SOL,Locked,," $102,047,893 ",99.30196695,-1.077402068,-1.073330186,-1107194.69,0,0,39700230.38,-1107194.69,102047892.6,0,0,0,0,0,,,,,
Novo,Crypto,FTX_SOL,Locked,FTX_SOL," $102,047,893 ",99.30196695,-1.077402068,-1.073330186,-1107194.69,0,0,39700230.38,-1107194.69,102047892.6,0,0,0,0,0,,,,,
Novo,Crypto,GDAM1,,," $55,865,194 ",3266.015409,0.19664681,0.006021363,3363.643681,0,0,34390069.62,3363.643681,55865193.57,0,0,0,0,0,,,,,
Novo,Crypto,GDAM1,AssetMgmt,," $55,865,194 ",3266.015409,0.19664681,0.006021363,3363.643681,0,0,34390069.62,3363.643681,55865193.57,0,0,0,0,0,,,,,
Novo,Crypto,GDAM1,AssetMgmt,GDAM1," $55,865,194 ",3266.015409,0.19664681,0.006021363,3363.643681,0,0,34390069.62,3363.643681,55865193.57,0,0,0,0,0,,,,,
Novo,Crypto,MKR,,," $5,244,599 ",2846.835069,34.06660348,1.211141404,62759.40466,0,0,213834.3017,62759.40466,5244598.986,0,0,0,0,0,,,,,
Novo,Crypto,MKR,Core,," $5,244,599 ",2846.835069,34.06660348,1.211141404,62759.40466,0,0,213834.3017,62759.40466,5244598.986,0,0,0,0,0,,,,,
Novo,Crypto,MKR,Core,MKR," $5,244,599 ",2846.835069,34.06660348,1.211141404,62759.40466,0,0,213834.3017,62759.40466,5244598.986,0,0,0,0,0,," $(2,211,978)"," $(928,104)"," $687,444 "," $10,505,210 "
Novo,Crypto,SKL,,," $(1,555,534)",0.051372046,-0.000709098,-1.361524483,21471.30907,0,0,539656.0147,21471.30907,-1555533.684,0,0,0,0,0,," $229,604 "," $(288,296)"," $(520,134)"," $5,260,611 "
Novo,Crypto,SKL,SpecialSits,," $(1,555,534)",0.051372046,-0.000709098,-1.361524483,21471.30907,0,0,539656.0147,21471.30907,-1555533.684,0,0,0,0,0,," $(1,583,574)"," $(518,557)"," $(774,059)"," $5,244,599 "
Novo,Crypto,SKL,SpecialSits,SKL," $(1,555,534)",0.051372046,-0.000709098,-1.361524483,21471.30907,0,0,539656.0147,21471.30907,-1555533.684,0,0,0,0,0,," $(440,781)"," $894,701 "," $1,553,093 ",
Novo,Crypto,SOL,,," $(40,904,697)",180.5490308,-1.958912851,-1.073330186,443805.9634,0,0,8116850.217,443805.9634,-40904696.96,0,0,0,0,0,," $(417,227)"," $(355,438)"," $(570,437)",
Novo,Crypto,SOL,Core,," $(49,398,440)",180.5490308,-1.958912851,-1.073330186,535960.9962,0,0,6009796.5,535960.9962,-49398439.73,0,0,0,0,0,,," $(608,524)"," $478,702 ",
Novo,Crypto,SOL,Core,SOL," $(49,398,440)",180.5490308,-1.958912851,-1.073330186,535960.9962,0,0,6009796.5,535960.9962,-49398439.73,0,0,0,0,0,,," $(472,889)"," $1,173,552 ",
Novo,Crypto,SOL,Locked,," $8,493,743 ",180.5490308,-1.958912851,-1.073330186,-92155.03281,0,0,2107053.717,-92155.03281,8493742.766,0,0,0,0,0,,," $513,534 "," $(710,774)",
Novo,Crypto,SOL,Locked,SOL," $8,493,743 ",180.5490308,-1.958912851,-1.073330186,-92155.03281,0,0,2107053.717,-92155.03281,8493742.766,0,0,0,0,0,,," $342,412 "," $2,661,430 ",
Novo,Crypto,VEE,,," $1,159,045 ",0.0147405,0.00022686,1.56308135,17837.98835,0,0,931960.5858,17837.98835,1159044.641,0,0,0,0,0,,," $(435,049)"," $(2,161,788)",
Novo,Crypto,VEE,SpecialSits,," $1,159,045 ",0.0147405,0.00022686,1.56308135,17837.98835,0,0,931960.5858,17837.98835,1159044.641,0,0,0,0,0,,,," $(442,140)",
Novo,Crypto,VEE,SpecialSits,VEE," $1,159,045 ",0.0147405,0.00022686,1.56308135,17837.98835,0,0,931960.5858,17837.98835,1159044.641,0,0,0,0,0,,,,,
Other,,,,," $(25,827,838)",,,,-33829.51995,0,0,-2758115.528,-33829.51995,-26913758.02,,-0.513111775,2405.155521,0.007134758,,,,,,
Other,Crypto,,,," $(28,562,046)",,,,-33830.8741,0,0,-299678.124,-33830.8741,-28562045.97,,0,0,0,,,,,,
Other,Crypto,BTC,,," $723,622 ",9.666201753,1.15E-06,1.19E-05,0.086230309,0,0,41834.48946,0.086230309,723621.5295,0,0,0,0,0,,,,,
Other,Crypto,BTC,E_CRYPTO_EQUITY ,," $723,622 ",9.666201753,1.15E-06,1.19E-05,0.086230309,0,0,41834.48946,0.086230309,723621.5295,0,0,0,0,0,,,,,
Other,Crypto,BTC,E_CRYPTO_EQUITY ,FIP," $723,622 ",9.666201753,1.15E-06,1.19E-05,0.086230309,0,0,41834.48946,0.086230309,723621.5295,0,0,0,0,0,,,,,
Other,Crypto,ETH,,," $(29,285,668)",3504.60697,4.048540789,0.115654141,-33830.96033,0,0,-341512.6135,-33830.96033,-29285667.5,0,0,0,0,0,,,,,
Other,Crypto,ETH,,," $(29,285,668)",3504.60697,4.048540789,0.115654141,-33830.96033,0,0,-341512.6135,-33830.96033,-29285667.5,0,0,0,0,0,,,,,
Other,Crypto,ETH,,ETH," $(29,285,668)",3504.60697,4.048540789,0.115654141,-33830.96033,0,0,-341512.6135,-33830.96033,-29285667.5,0,0,0,0,0,,,,,
Other,Equities,,,," $2,734,208 ",,,,1.354158675,0,0,-2458437.404,1.354158675,1648287.948,,-0.513111775,2405.155521,0.007134758,,,,,,
Other,Equities,FIP,,," $284,396 ",0.867944275,-85.89073489,-98.99958796,1.15990684,0,0,10732.23532,1.15990684,60756.09925,42.01442065,-0.528761479,1707.994439,0.007023606,0.535303492,,,,,
Other,Equities,FIP,E_CRYPTO_OPTIONS ,," $284,396 ",0.867944275,-85.89073489,-98.99958796,1.15990684,0,0,10732.23532,1.15990684,60756.09925,42.01442065,-0.528761479,1707.994439,0.007023606,0.535303492,,,,,
Other,Equities,FIP,E_CRYPTO_OPTIONS ,FIP/20Dec2024/C11.0," $284,396 ",0.867944275,-85.89073489,-98.99958796,1.15990684,0,0,10732.23532,1.15990684,60756.09925,42.01442065,-0.528761479,1707.994439,0.007023606,0.535303492,,,,,
Other,Equities,MARA,,," $246,893 ",1.49,-147.4514577,-98.99960694,0.00533668,0,0,-4217.596667,0.00533668,44799.99999,35.62495089,-0.000326406,158.8570935,4.48E-09,1.673064184,,,,,
Other,Equities,MARA,E_CRYPTO_OPTIONS ,," $246,893 ",1.49,-147.4514577,-98.99960694,0.00533668,0,0,-4217.596667,0.00533668,44799.99999,35.62495089,-0.000326406,158.8570935,4.48E-09,1.673064184,,,,,
Other,Equities,MARA,E_CRYPTO_OPTIONS ,MARA/02Aug2024/C27.0," $740,150 ",1.81,-179.1188848,-98.99960694,0.015092266,0,0,21797.23446,0.015092266,126700,42.75604097,-0.000373035,1178.615468,-1.55E-12,1.559984057,,,,,
Other,Equities,MARA,E_CRYPTO_OPTIONS ,MARA/02Aug2024/C31.0," $(493,257)",1.17,-115.7840305,-98.99960694,-0.009755586,0,0,-26014.83112,-0.009755586,-81900.00001,28.49386081,4.66E-05,-1019.758375,4.49E-09,1.786144312,,,,,
Other,Equities,RIOT,,," $1,739,132 ",,,,0.133647918,0,0,-2967038.021,0.133647918,1078944.09,,0.015976109,538.3039879,0.000111148,,,,,,
Other,Equities,RIOT,E_CRYPTO_OPTIONS ,," $813,185 ",,,,0.023307609,0,0,14672.83743,0.023307609,152997.9323,,0.015976109,538.3039879,0.000111148,,,,,,
Other,Equities,RIOT,E_CRYPTO_OPTIONS ,RIOT/02Aug2024/C12.0," $665,920 ",1.14,-112.8152092,-98.99960694,0.013579466,0,0,33089.22279,0.013579466,114000,55.354913,-8.88E-05,825.3135064,-1.11E-12,1.343673239,,,,,
Other,Equities,RIOT,E_CRYPTO_OPTIONS ,RIOT/02Aug2024/C13.0," $1,023,504 ",0.8,-79.16856787,-98.99960694,0.0190589,0,0,2937.154799,0.0190589,160000,42.53965965,0.000532907,1636.445105,3.11E-12,1.407893592,,,,,
Other,Equities,RIOT,E_CRYPTO_OPTIONS ,RIOT/02Aug2024/C14.0," $(394,614)",0.59,-58.3868188,-98.99960694,-0.007027969,0,0,-25375.82583,-0.007027969,-59000,32.80250027,0,-754.1925436,-3.33E-13,1.500587758,,,,,
Other,Equities,RIOT,E_CRYPTO_OPTIONS ,RIOT/02Aug2024/C15.5," $(481,624)",0.310010338,-30.67884568,-98.99960703,-0.002302787,0,0,4022.285667,-0.002302787,-62002.06766,20.01763568,0.01553202,-1169.26208,0.000111148,1.493907678,,,,,
Other,Equities,RIOT,E_RV_MINERS ,," $925,946 ",12.02527478,1.43E-06,1.19E-05,0.11034031,0,0,-2981710.859,0.11034031,925946.1578,0,0,0,0,0,,,,,
Other,Equities,RIOT,E_RV_MINERS ,RIOT," $925,946 ",12.02527478,1.43E-06,1.19E-05,0.11034031,0,0,-2981710.859,0.11034031,925946.1578,0,0,0,0,0,,,,,
Other,Equities,WULF,,," $463,788 ",5.587804323,6.66E-07,1.19E-05,0.055267236,0,0,502085.9784,0.055267236,463787.7588,0,0,0,0,0,,,,,
Other,Equities,WULF,E_RV_MINERS ,," $463,788 ",5.587804323,6.66E-07,1.19E-05,0.055267236,0,0,502085.9784,0.055267236,463787.7588,0,0,0,0,0,,,,,
Other,Equities,WULF,E_RV_MINERS ,WULF," $463,788 ",5.587804323,6.66E-07,1.19E-05,0.055267236,0,0,502085.9784,0.055267236,463787.7588,0,0,0,0,0,,,,,
Placeholder,,,,," $(909,154)",,,,-15982.72267,0,0,795860.3368,-15982.72267,-909154.0443,,0,0,0,,,,,,
Placeholder,Placeholder,,,," $(909,154)",,,,-15982.72267,0,0,795860.3368,-15982.72267,-909154.0443,,0,0,0,,,,,,
Placeholder,Placeholder,BTC,,," $1,495,624 ",67810.73776,4.536508514,0.006690404,100.056574,0,0,440448.8667,100.056574,1495623.8,0,0,0,0,0,,,,,
Placeholder,Placeholder,BTC,Placeholder ,," $1,495,624 ",67810.73776,4.536508514,0.006690404,100.056574,0,0,440448.8667,100.056574,1495623.8,0,0,0,0,0,,,,,
Placeholder,Placeholder,BTC,Placeholder ,BTC," $1,495,624 ",67810.73776,4.536508514,0.006690404,100.056574,0,0,440448.8667,100.056574,1495623.8,0,0,0,0,0,,,,,
Placeholder,Placeholder,ETH,,," $(3,164,537)",3504.60697,4.048540789,0.115654141,-3655.690633,0,0,-611302.8474,-3655.690633,-3164537.432,0,0,0,0,0,,,,,
Placeholder,Placeholder,ETH,Placeholder ,," $(3,164,537)",3504.60697,4.048540789,0.115654141,-3655.690633,0,0,-611302.8474,-3655.690633,-3164537.432,0,0,0,0,0,,,,,
Placeholder,Placeholder,ETH,Placeholder ,ETH," $(3,164,537)",3504.60697,4.048540789,0.115654141,-3655.690633,0,0,-611302.8474,-3655.690633,-3164537.432,0,0,0,0,0,,,,,
Placeholder,Placeholder,MATIC,,," $219,403 ",0.544569318,0.000681337,0.125271568,274.5057045,0,0,-101436.7133,274.5057045,219403.0029,0,0,0,0,0,,,,,
Placeholder,Placeholder,MATIC,Placeholder ,," $219,403 ",0.544569318,0.000681337,0.125271568,274.5057045,0,0,-101436.7133,274.5057045,219403.0029,0,0,0,0,0,,,,,
Placeholder,Placeholder,MATIC,Placeholder ,MATIC," $219,403 ",0.544569318,0.000681337,0.125271568,274.5057045,0,0,-101436.7133,274.5057045,219403.0029,0,0,0,0,0,,,,,
Placeholder,Placeholder,SOL,,," $1,298,570 ",180.5490308,-1.958912851,-1.073330186,-14089.16726,0,0,458530.5287,-14089.16726,1298570.016,0,0,0,0,0,,,,,
Placeholder,Placeholder,SOL,Placeholder ,," $1,298,570 ",180.5490308,-1.958912851,-1.073330186,-14089.16726,0,0,458530.5287,-14089.16726,1298570.016,0,0,0,0,0,,,,,
Placeholder,Placeholder,SOL,Placeholder ,SOL," $1,298,570 ",180.5490308,-1.958912851,-1.073330186,-14089.16726,0,0,458530.5287,-14089.16726,1298570.016,0,0,0,0,0,,,,,
Placeholder,Placeholder,USDT,,," $(2,511,343)",1.000136771,-9.26E-05,-0.00926004,232.5729456,0,0,-1324.497901,232.5729456,-2511343.431,0,0,0,0,0,,,,,
Placeholder,Placeholder,USDT,Placeholder ,," $(2,511,343)",1.000136771,-9.26E-05,-0.00926004,232.5729456,0,0,-1324.497901,232.5729456,-2511343.431,0,0,0,0,0,,,,,
