,,,,,Quantity,Delta,Price,Price Change,Price Change (%),Period PnL,Traded Delta,Traded PnL,YTD PnL,Period Delta Change,Mkt Value,%Delta,$Gamma,$Vega,$Theta,ImpliedVol
Novo,Crypto,BTC,ETF ,GBTC,452797.0,27012453.040076446,59.656872815138904,-0.00015937114647357475,-0.00026714561659038204,-72.16277700886712,0.0,0.0,2633861.4190723486,-72.16277700886712,27012453.040076446,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,ETF ,IBIT,737230.0,28254444.79702843,38.3251424888141,-0.00010238421172914514,-0.0002671456165990617,-75.48071241227444,0.0,0.0,173520.7153984201,-75.48071241227444,28254444.79702843,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,Options ,,,4383643.234568706,,,,-34319.834726492176,0.0,0.0,2728372.3808007794,3925370.582232097,1782661.1262241085,,3959690.4169585905,18163.63547543928,-173950.61501580421,
Novo,Crypto,BTC,Options ,BTCUSD-2024AUG02-C-70000=GALAXY_HK,1050.0,16996649.925165977,513.8960110456046,-68.7778647797586,-11.803835324234175,-72189.846740857,0.0,0.0,-1371697.2771242256,3900178.7040555347,539590.8115978849,24.116047299468313,3972368.5507963914,21376.765744174358,-176324.66476033148,0.5682906215879687
Novo,Crypto,BTC,Options ,BTCUSD-2024AUG30-C-66000=GALAXY_HK,500.0,20054555.214552183,4905.215744378656,-144.63751060196228,-2.8641923497342776,-72314.52828749409,0.0,0.0,1602612.0992028154,788387.7038859437,2452607.872189328,59.75512050504005,860702.2321734378,38458.23228327371,-31157.684126352015,0.5095125427462094
Novo,Crypto,BTC,Options ,BTCUSD-2024AUG30-C-69000=GALAXY_HK,-500.0,-16126355.064710382,3494.6897838117475,-113.00494210393299,-3.132331050412001,56498.23361338349,0.0,0.0,-1197349.1293444568,-823875.6839470348,-1747344.8919058738,48.05054412274331,-880373.9175604183,-39602.24441811276,32300.69730145491,0.5129453821359535
Novo,Crypto,BTC,Options ,BTCUSD-2024DEC27-C-100000=GALAXY_HK,-500.0,-8494011.866680358,3567.0742000107966,-41.88680428583211,-1.1606333300904057,20941.818066295236,0.0,0.0,4273461.315917981,-232857.8307512675,-1783537.1000053983,25.308998241777193,-253799.64881756273,-72482.27344320706,15088.943088977196,0.6263746071382493
Novo,Crypto,BTC,Options ,BTCUSD-2024DEC27-P-58000=GALAXY_HK,500.0,-8047194.973758714,4642.688868696336,65.48710164336444,1.4307235069851045,32744.488622180186,0.0,0.0,-578654.6278513344,293537.68898892147,2321344.434348168,-23.977649977276847,260793.2003667413,70413.15530931103,-13857.906519552815,0.5921761273382872
Novo,Crypto,DOGE,,,37478153.249699995,4822742.930569408,0.128681445386,-0.0010305529710000205,-0.7944931726081961,-38623.22217907235,0.0,0.0,-1177247.540778682,-38623.22217907235,4822742.930569408,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,DOGE,Core,,37478153.249699995,4822742.930569408,0.128681445386,-0.0010305529710000205,-0.7944931726081961,-38623.22217907235,0.0,0.0,-1177247.540778682,-38623.22217907235,4822742.930569408,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,DOGE,Core,DOGE,37478153.249699995,4822742.930569408,0.128681445386,-0.0010305529710000205,-0.7944931726081961,-38623.22217907235,0.0,0.0,-1177247.540778682,-38623.22217907235,4822742.930569408,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,ETH,,,,183993387.5956837,,,,-621048.422564111,0.0,0.0,109001603.5598539,-621048.422564111,183993387.5956837,,0.0,0.0,0.0,
Novo,Crypto,ETH,Core,,52609.908153660064,174395208.5225657,3314.87384492674,-11.804293205894282,-0.35483724952484863,-621022.7813809451,0.0,0.0,109311999.4867359,-621022.7813809451,174395208.5225657,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,ETH,Core,ETH,52609.908153660064,174395208.5225657,3314.87384492674,-11.804293205894282,-0.35483724952484863,-621022.7813809451,0.0,0.0,109311999.4867359,-621022.7813809451,174395208.5225657,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,ETH,ETH ETF ,,290000.0,9598179.073118,33.09716921764827,-8.841787298763393e-05,-0.0002671456165985802,-25.641183165833354,0.0,0.0,-310395.92688200064,-25.641183165833354,9598179.073118,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,ETH,ETH ETF ,QETH,290000.0,9598179.073118,33.09716921764827,-8.841787298763393e-05,-0.0002671456165985802,-25.641183165833354,0.0,0.0,-310395.92688200064,-25.641183165833354,9598179.073118,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,FTX_SOL,,,967652.27800943,98401543.71662648,101.69101644554546,-0.4702583786774568,-0.4603098184577042,-455046.5913802602,0.0,0.0,42053881.5422242,-455046.5913802602,98401543.71662648,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,FTX_SOL,Locked,,967652.27800943,98401543.71662648,101.69101644554546,-0.4702583786774568,-0.4603098184577042,-455046.5913802602,0.0,0.0,42053881.5422242,-455046.5913802602,98401543.71662648,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,FTX_SOL,Locked,FTX_SOL,967652.27800943,98401543.71662648,101.69101644554546,-0.4702583786774568,-0.4603098184577042,-455046.5913802602,0.0,0.0,42053881.5422242,-455046.5913802602,98401543.71662648,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,GDAM1,,,17105.0,55400293.57759715,3238.8362220167874,-10.44596993331379,-0.3214854640570476,-178678.31570933014,0.0,0.0,33925169.627097145,-178678.31570933014,55400293.57759715,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,GDAM1,AssetMgmt,,17105.0,55400293.57759715,3238.8362220167874,-10.44596993331379,-0.3214854640570476,-178678.31570933014,0.0,0.0,33925169.627097145,-178678.31570933014,55400293.57759715,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,GDAM1,AssetMgmt,GDAM1,17105.0,55400293.57759715,3238.8362220167874,-10.44596993331379,-0.3214854640570476,-178678.31570933014,0.0,0.0,33925169.627097145,-178678.31570933014,55400293.57759715,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,MKR,,,1842.256,5126041.288817096,2782.480441815413,-14.246203249871087,-0.5093884765251535,-26245.1534142948,0.0,0.0,95276.60421709568,-26245.1534142948,5126041.288817096,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,MKR,Core,,1842.256,5126041.288817096,2782.480441815413,-14.246203249871087,-0.5093884765251535,-26245.1534142948,0.0,0.0,95276.60421709568,-26245.1534142948,5126041.288817096,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,MKR,Core,MKR,1842.256,5126041.288817096,2782.480441815413,-14.246203249871087,-0.5093884765251535,-26245.1534142948,0.0,0.0,95276.60421709568,-26245.1534142948,5126041.288817096,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,SKL,,,-30279769.08417,-1511120.3416119455,0.049905279575,-0.0008441687369999951,-1.6634047562648806,25561.2344244353,0.0,0.0,584069.356855788,25561.2344244353,-1511120.3416119455,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,SKL,SpecialSits,,-30279769.08417,-1511120.3416119455,0.049905279575,-0.0008441687369999951,-1.6634047562648806,25561.2344244353,0.0,0.0,584069.356855788,25561.2344244353,-1511120.3416119455,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,SKL,SpecialSits,SKL,-30279769.08417,-1511120.3416119455,0.049905279575,-0.0008441687369999951,-1.6634047562648806,25561.2344244353,0.0,0.0,584069.356855788,25561.2344244353,-1511120.3416119455,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,SOL,,,-400792.6300583801,-74103654.42640024,184.892757173719,-0.8550152339590227,-0.46030981845770985,342683.8043584132,0.0,0.0,4908842.647823623,342683.8043584132,-74103654.42640024,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,SOL,Core,,-447836.59771218407,-82801743.31430332,184.892757173719,-0.8550152339590227,-0.46030981845770985,382907.11336829164,0.0,0.0,2597442.80860098,382907.11336829164,-82801743.31430332,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,SOL,Core,SOL,-447836.59771218407,-82801743.31430332,184.892757173719,-0.8550152339590227,-0.46030981845770985,382907.11336829164,0.0,0.0,2597442.80860098,382907.11336829164,-82801743.31430332,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,SOL,Locked,,47043.96765380399,8698088.887903074,184.892757173719,-0.8550152339590227,-0.46030981845770985,-40223.30900987843,0.0,0.0,2311399.8392226435,-40223.30900987843,8698088.887903074,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,SOL,Locked,SOL,47043.96765380399,8698088.887903074,184.892757173719,-0.8550152339590227,-0.46030981845770985,-40223.30900987843,0.0,0.0,2311399.8392226435,-40223.30900987843,8698088.887903074,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,VEE,,,78629940.7,1014790.9379795371,0.01290591,-2.298000000000057e-05,-0.17774147664649145,-1806.9160372859333,0.0,0.0,787706.8829385301,-1806.9160372859333,1014790.9379795371,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,VEE,SpecialSits,,78629940.7,1014790.9379795371,0.01290591,-2.298000000000057e-05,-0.17774147664649145,-1806.9160372859333,0.0,0.0,787706.8829385301,-1806.9160372859333,1014790.9379795371,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,VEE,SpecialSits,VEE,78629940.7,1014790.9379795371,0.01290591,-2.298000000000057e-05,-0.17774147664649145,-1806.9160372859333,0.0,0.0,787706.8829385301,-1806.9160372859333,1014790.9379795371,0.0,0.0,0.0,0.0,0.0
Other,,,,,,-1459182.4900466662,,,,-2706.973173226139,0.0,0.0,-119031.91713743916,-2706.973173226139,-2013765.6022292895,,-0.6954495312960773,2250.6179894500324,-0.17140045368737866,
Other,Crypto,,,,74861.0,731108.5410908826,9.766213931030613,-2.6090082123175762e-05,-0.0002671456166014148,-1.9531296378772822,0.0,0.0,49321.50109104542,-1.9531296378772822,731108.5410908826,0.0,0.0,0.0,0.0,0.0
Other,Crypto,BTC,,,74861.0,731108.5410908826,9.766213931030613,-2.6090082123175762e-05,-0.0002671456166014148,-1.9531296378772822,0.0,0.0,49321.50109104542,-1.9531296378772822,731108.5410908826,0.0,0.0,0.0,0.0,0.0
Other,Crypto,BTC,E_CRYPTO_EQUITY ,,74861.0,731108.5410908826,9.766213931030613,-2.6090082123175762e-05,-0.0002671456166014148,-1.9531296378772822,0.0,0.0,49321.50109104542,-1.9531296378772822,731108.5410908826,0.0,0.0,0.0,0.0,0.0
Other,Crypto,BTC,E_CRYPTO_EQUITY ,FIP,74861.0,731108.5410908826,9.766213931030613,-2.6090082123175762e-05,-0.0002671456166014148,-1.9531296378772822,0.0,0.0,49321.50109104542,-1.9531296378772822,731108.5410908826,0.0,0.0,0.0,0.0,0.0
Other,Equities,,,,,-2190291.031137549,,,,-2705.0200435882616,0.0,0.0,-168353.41822848457,-2705.0200435882616,-2744874.143320172,,-0.6954495312960773,2250.6179894500324,-0.17140045368737866,
Other,Equities,ETH,,,-904000.0,-2819387.008003401,3.1187909380568595,-8.331735539712781e-06,-0.00026714561659710073,7.531888927798718,0.0,0.0,37162.59199659899,7.531888927798718,-2819387.008003401,0.0,0.0,0.0,0.0,0.0
Other,Equities,ETH,E_ETHE ,,-904000.0,-2819387.008003401,3.1187909380568595,-8.331735539712781e-06,-0.00026714561659710073,7.531888927798718,0.0,0.0,37162.59199659899,7.531888927798718,-2819387.008003401,0.0,0.0,0.0,0.0,0.0
Other,Equities,ETH,E_ETHE ,ETH,-904000.0,-2819387.008003401,3.1187909380568595,-8.331735539712781e-06,-0.00026714561659710073,7.531888927798718,0.0,0.0,37162.59199659899,7.531888927798718,-2819387.008003401,0.0,0.0,0.0,0.0,0.0
Other,Equities,FIP,,,700.0,275404.5388601248,0.7355138798268295,-73.80731373079837,-99.01330026858012,-713.9593642260625,0.0,0.0,1466.0199632115755,-713.9593642260625,51485.97158787807,40.269708855114025,-0.6353018111582287,1664.002916617169,-0.11126377340415772,0.4785222680904529
Other,Equities,FIP,E_CRYPTO_OPTIONS ,,700.0,275404.5388601248,0.7355138798268295,-73.80731373079837,-99.01330026858012,-713.9593642260625,0.0,0.0,1466.0199632115755,-713.9593642260625,51485.97158787807,40.269708855114025,-0.6353018111582287,1664.002916617169,-0.11126377340415772,0.4785222680904529
Other,Equities,FIP,E_CRYPTO_OPTIONS ,FIP/20Dec2024/C11.0,700.0,275404.5388601248,0.7355138798268295,-73.80731373079837,-99.01330026858012,-713.9593642260625,0.0,0.0,1466.0199632115755,-713.9593642260625,51485.97158787807,40.269708855114025,-0.6353018111582287,1664.002916617169,-0.11126377340415772,0.4785222680904529
Other,Equities,MARA,,,1000.0,161418.70837052166,0.11014407087503378,-10.900028067395992,-98.99961536030689,-0.033306942219496705,0.0,0.0,-61989.861168671196,-0.033306942219496705,11014.407087503378,7.893335372641647,-0.005850875339774575,272.71260344532976,-0.028670458684265654,1.769768875128026
Other,Equities,MARA,E_CRYPTO_OPTIONS ,,1000.0,161418.70837052166,0.11014407087503378,-10.900028067395992,-98.99961536030689,-0.033306942219496705,0.0,0.0,-61989.861168671196,-0.033306942219496705,11014.407087503378,7.893335372641647,-0.005850875339774575,272.71260344532976,-0.028670458684265654,1.769768875128026
Other,Equities,MARA,E_CRYPTO_OPTIONS ,MARA/02Aug2024/C26.0,1000.0,161418.70837052166,0.11014407087503378,-10.900028067395992,-98.99961536030689,-0.033306942219496705,0.0,0.0,-61989.861168671196,-0.033306942219496705,11014.407087503378,7.893335372641647,-0.005850875339774575,272.71260344532976,-0.028670458684265654,1.769768875128026
Other,Equities,RIOT,,,2000.0,192272.72963520588,0.06006243003923788,-6.943132690822679,-99.1423567528439,-1998.5592613477784,0.0,0.0,-144992.16901962395,-1998.5592613477784,12012.486007847576,9.043872513415138,-0.05429684479807406,313.90246938753364,-0.03146622159895529,1.5702979375351178
Other,Equities,RIOT,E_CRYPTO_OPTIONS ,,2000.0,192272.72963520588,0.06006243003923788,-6.943132690822679,-99.1423567528439,-1998.5592613477784,0.0,0.0,-144992.16901962395,-1998.5592613477784,12012.486007847576,9.043872513415138,-0.05429684479807406,313.90246938753364,-0.03146622159895529,1.5702979375351178
Other,Equities,RIOT,E_CRYPTO_OPTIONS ,RIOT/02Aug2024/C13.0,2000.0,192272.72963520588,0.06006243003923788,-6.943132690822679,-99.1423567528439,-1998.5592613477784,0.0,0.0,-144992.16901962395,-1998.5592613477784,12012.486007847576,9.043872513415138,-0.05429684479807406,313.90246938753364,-0.03146622159895529,1.5702979375351178
Placeholder,,,,,,-830699.0447248993,,,,-6420.2730334981225,0.0,0.0,874315.3363975356,-6420.2730334981225,-830699.0447248993,,0.0,0.0,0.0,
Placeholder,Placeholder,,,,,-830699.0447248993,,,,-6420.2730334981225,0.0,0.0,874315.3363975356,-6420.2730334981225,-830699.0447248993,,0.0,0.0,0.0,
Placeholder,Placeholder,BTC,,,22.055855,1480443.3767792315,67122.46597464626,-240.6250508739613,-0.35720607117449754,-5307.191231443755,0.0,0.0,425268.4438910504,-5307.191231443755,1480443.3767792315,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,BTC,Placeholder ,,22.055855,1480443.3767792315,67122.46597464626,-240.6250508739613,-0.35720607117449754,-5307.191231443755,0.0,0.0,425268.4438910504,-5307.191231443755,1480443.3767792315,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,BTC,Placeholder ,BTC,22.055855,1480443.3767792315,67122.46597464626,-240.6250508739613,-0.35720607117449754,-5307.191231443755,0.0,0.0,425268.4438910504,-5307.191231443755,1480443.3767792315,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,ETH,,,-902.9649999999999,-2993215.0613842737,3314.87384492674,-11.804293205894282,-0.35483724952484863,10658.863614660191,0.0,0.0,-439980.47638088267,10658.863614660191,-2993215.0613842737,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,ETH,Placeholder ,,-902.9649999999999,-2993215.0613842737,3314.87384492674,-11.804293205894282,-0.35483724952484863,10658.863614660191,0.0,0.0,-439980.47638088267,10658.863614660191,-2993215.0613842737,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,ETH,Placeholder ,ETH,-902.9649999999999,-2993215.0613842737,3314.87384492674,-11.804293205894282,-0.35483724952484863,10658.863614660191,0.0,0.0,-439980.47638088267,10658.863614660191,-2993215.0613842737,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,MATIC,,,402892.7001999999,206340.5787109272,0.512147722231,-0.0036166903800000094,-0.7012291448514093,-1457.1381529855703,0.0,0.0,-114499.13750817558,-1457.1381529855703,206340.5787109272,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,MATIC,Placeholder ,,402892.7001999999,206340.5787109272,0.512147722231,-0.0036166903800000094,-0.7012291448514093,-1457.1381529855703,0.0,0.0,-114499.13750817558,-1457.1381529855703,206340.5787109272,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,MATIC,Placeholder ,MATIC,402892.7001999999,206340.5787109272,0.512147722231,-0.0036166903800000094,-0.7012291448514093,-1457.1381529855703,0.0,0.0,-114499.13750817558,-1457.1381529855703,206340.5787109272,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,SOL,,,7192.34,1329811.573130826,184.892757173719,-0.8550152339590227,-0.46030981845770985,-6149.5602678128635,0.0,0.0,489772.08547973866,-6149.5602678128635,1329811.573130826,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,SOL,Placeholder ,,7192.34,1329811.573130826,184.892757173719,-0.8550152339590227,-0.46030981845770985,-6149.5602678128635,0.0,0.0,489772.08547973866,-6149.5602678128635,1329811.573130826,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,SOL,Placeholder ,SOL,7192.34,1329811.573130826,184.892757173719,-0.8550152339590227,-0.46030981845770985,-6149.5602678128635,0.0,0.0,489772.08547973866,-6149.5602678128635,1329811.573130826,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,USDT,,,-2511000.0,-2510619.51196161,0.99984847151,-4.171764399996114e-05,-0.0041722225552846106,104.75300408387557,0.0,0.0,-600.5790841951966,104.75300408387557,-2510619.51196161,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,USDT,Placeholder ,,-2511000.0,-2510619.51196161,0.99984847151,-4.171764399996114e-05,-0.0041722225552846106,104.75300408387557,0.0,0.0,-600.5790841951966,104.75300408387557,-2510619.51196161,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,USDT,Placeholder ,USDT,-2511000.0,-2510619.51196161,0.99984847151,-4.171764399996114e-05,-0.0041722225552846106,104.75300408387557,0.0,0.0,-600.5790841951966,104.75300408387557,-2510619.51196161,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,WETH,,,500.0,1656540.0,3313.08,-8.539999999999964,-0.2571034615639346,-4270.0,0.0,0.0,514355.0,-4270.0,1656540.0,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,WETH,Placeholder ,,500.0,1656540.0,3313.08,-8.539999999999964,-0.2571034615639346,-4270.0,0.0,0.0,514355.0,-4270.0,1656540.0,0.0,0.0,0.0,0.0,0.0
Placeholder,Placeholder,WETH,Placeholder ,WETH,500.0,1656540.0,3313.08,-8.539999999999964,-0.2571034615639346,-4270.0,0.0,0.0,514355.0,-4270.0,1656540.0,0.0,0.0,0.0,0.0,0.0
SP,,,,,0.0,144084.0006180084,,,,-959.119056319618,0.0,0.0,95156906.70146509,-959.119056319618,280289.82732447935,,-0.19415376251163963,-442.3348891448637,0.04671991547643431,
SP,SP,,,,0.0,144084.0006180084,,,,-959.119056319618,0.0,0.0,95156906.70146509,-959.119056319618,280289.82732447935,,-0.19415376251163963,-442.3348891448637,0.04671991547643431,
SP,SP,SP,,,0.0,144084.0006180084,,,,-959.119056319618,0.0,0.0,95156906.70146509,-959.119056319618,280289.82732447935,,-0.19415376251163963,-442.3348891448637,0.04671991547643431,
SP,SP,SP,SP ,,0.0,144084.0006180084,,,,-959.119056319618,0.0,0.0,95156906.70146509,-959.119056319618,280289.82732447935,,-0.19415376251163963,-442.3348891448637,0.04671991547643431,
SP,SP,SP,SP ,SP,0.0,144084.0006180084,,,,-959.119056319618,0.0,0.0,95156906.70146509,-959.119056319618,280289.82732447935,,-0.19415376251163963,-442.3348891448637,0.04671991547643431,
Ventures,,,,,,70695993.17173892,,,,-558047.4332932635,0.0,0.0,-61245179.881825335,-558047.4332932635,70695993.17173892,,0.0,0.0,0.0,
Ventures,Crypto,,,,,85392443.15613893,,,,-688566.5272932644,0.0,0.0,-77534794.48412268,-688566.5272932644,85392443.15613893,,0.0,0.0,0.0,
Ventures,Crypto,MATIC,,,4016064.0,2056818.029933919,0.512147722231,-0.0036166903800000094,-0.7012291448514093,-14524.860034264158,0.0,0.0,-1907461.1649706701,-14524.860034264158,2056818.029933919,0.0,0.0,0.0,0.0,0.0
Ventures,Crypto,MATIC,Locked ,,4016064.0,2056818.029933919,0.512147722231,-0.0036166903800000094,-0.7012291448514093,-14524.860034264158,0.0,0.0,-1907461.1649706701,-14524.860034264158,2056818.029933919,0.0,0.0,0.0,0.0,0.0
Ventures,Crypto,MATIC,Locked ,MATIC,4016064.0,2056818.029933919,0.512147722231,-0.0036166903800000094,-0.7012291448514093,-14524.860034264158,0.0,0.0,-1907461.1649706701,-14524.860034264158,2056818.029933919,0.0,0.0,0.0,0.0,0.0
Ventures,Crypto,PYTH,,,41666667.0,15775625.126205,0.378615,-0.0017770000000000286,-0.46714967717513206,-74041.66725900024,0.0,0.0,1772666.6808479987,-74041.66725900024,15775625.126205,0.0,0.0,0.0,0.0,0.0
Ventures,Crypto,PYTH,Locked ,,41666667.0,15775625.126205,0.378615,-0.0017770000000000286,-0.46714967717513206,-74041.66725900024,0.0,0.0,1772666.6808479987,-74041.66725900024,15775625.126205,0.0,0.0,0.0,0.0,0.0
Ventures,Crypto,PYTH,Locked ,PYTH,41666667.0,15775625.126205,0.378615,-0.0017770000000000286,-0.46714967717513206,-74041.66725900024,0.0,0.0,1772666.6808479987,-74041.66725900024,15775625.126205,0.0,0.0,0.0,0.0,0.0
Ventures,Crypto,TIA,,,12000000.0,67560000.0,5.63,-0.04999999999999982,-0.880281690140842,-600000.0,0.0,0.0,-77400000.0,-600000.0,67560000.0,0.0,0.0,0.0,0.0,0.0
Ventures,Crypto,TIA,Locked ,,12000000.0,67560000.0,5.63,-0.04999999999999982,-0.880281690140842,-600000.0,0.0,0.0,-77400000.0,-600000.0,67560000.0,0.0,0.0,0.0,0.0,0.0
Ventures,Crypto,TIA,Locked ,TIA,12000000.0,67560000.0,5.63,-0.04999999999999982,-0.880281690140842,-600000.0,0.0,0.0,-77400000.0,-600000.0,67560000.0,0.0,0.0,0.0,0.0,0.0
Ventures,Perp,,,,-1900727.0,-10701093.01,5.63,-0.04999999999999982,-0.880281690140842,95036.35000000108,0.0,0.0,11620214.463580003,95036.35000000108,-10701093.01,0.0,0.0,0.0,0.0,0.0
Ventures,Perp,TIA,,,-1900727.0,-10701093.01,5.63,-0.04999999999999982,-0.880281690140842,95036.35000000108,0.0,0.0,11620214.463580003,95036.35000000108,-10701093.01,0.0,0.0,0.0,0.0,0.0
Ventures,Perp,TIA, ,,-1900727.0,-10701093.01,5.63,-0.04999999999999982,-0.880281690140842,95036.35000000108,0.0,0.0,11620214.463580003,95036.35000000108,-10701093.01,0.0,0.0,0.0,0.0,0.0
Ventures,Perp,TIA, ,TIA,-1900727.0,-10701093.01,5.63,-0.04999999999999982,-0.880281690140842,95036.35000000108,0.0,0.0,11620214.463580003,95036.35000000108,-10701093.01,0.0,0.0,0.0,0.0,0.0
Ventures,Spot,,,,-709654.88,-3995356.9744,5.63,-0.04999999999999982,-0.880281690140842,35482.743999999846,0.0,0.0,4669400.13871734,35482.743999999846,-3995356.9744,0.0,0.0,0.0,0.0,0.0
Ventures,Spot,TIA,,,-709654.88,-3995356.9744,5.63,-0.04999999999999982,-0.880281690140842,35482.743999999846,0.0,0.0,4669400.13871734,35482.743999999846,-3995356.9744,0.0,0.0,0.0,0.0,0.0
Ventures,Spot,TIA, ,,-709654.88,-3995356.9744,5.63,-0.04999999999999982,-0.880281690140842,35482.743999999846,0.0,0.0,4669400.13871734,35482.743999999846,-3995356.9744,0.0,0.0,0.0,0.0,0.0
Ventures,Spot,TIA, ,TIA,-709654.88,-3995356.9744,5.63,-0.04999999999999982,-0.880281690140842,35482.743999999846,0.0,0.0,4669400.13871734,35482.743999999846,-3995356.9744,0.0,0.0,0.0,0.0,0.0
