,,,,,Quantity,Delta,Price,Price Change,Price Change (%),Period PnL,Traded Delta,Traded PnL,YTD PnL,Period Delta Change,Mkt Value,%Delta,$Gamma,$Vega,$Theta,ImpliedVol
Bouchra,Crypto,SOL,Core,SOL,16689.869965600003,3085836.074810624,184.892757173719,-0.8550152339590227,-0.46030981845770985,-14270.093073382508,0.0,0.0,723345.4549217598,-14270.093073382508,3085836.074810624,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STRK,,,-1015445.3,-526552.0521979,0.518543,-0.005037000000000069,-0.962030635242001,5114.797976100075,0.0,0.0,133368.50046305696,5114.797976100075,-526552.0521979,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STRK,RelativeValue,,-1015445.3,-526552.0521979,0.518543,-0.005037000000000069,-0.962030635242001,5114.797976100075,0.0,0.0,133368.50046305696,5114.797976100075,-526552.0521979,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STRK,RelativeValue,STRK,-1015445.3,-526552.0521979,0.518543,-0.005037000000000069,-0.962030635242001,5114.797976100075,0.0,0.0,133368.50046305696,5114.797976100075,-526552.0521979,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STX,,,269995.74,496082.6022379066,1.837371960898,-0.007983480714000013,-0.43262563590600667,-2155.5057831521262,0.0,0.0,-325510.32300335343,-2155.5057831521262,496082.6022379066,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STX,Core,,269995.74,496082.6022379066,1.837371960898,-0.007983480714000013,-0.43262563590600667,-2155.5057831521262,0.0,0.0,-325510.32300335343,-2155.5057831521262,496082.6022379066,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STX,Core,STX,269995.74,496082.6022379066,1.837371960898,-0.007983480714000013,-0.43262563590600667,-2155.5057831521262,0.0,0.0,-325510.32300335343,-2155.5057831521262,496082.6022379066,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,TON,,,48638.1323,322957.19847199996,6.64,-0.020000000000000462,-0.30030030030030724,-972.7626460000174,0.0,0.0,-27042.80155880004,-972.7626460000174,322957.19847199996,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,TON,Core,,48638.1323,322957.19847199996,6.64,-0.020000000000000462,-0.30030030030030724,-972.7626460000174,0.0,0.0,-27042.80155880004,-972.7626460000174,322957.19847199996,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,TON,Core,TON,48638.1323,322957.19847199996,6.64,-0.020000000000000462,-0.30030030030030724,-972.7626460000174,0.0,0.0,-27042.80155880004,-972.7626460000174,322957.19847199996,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,WLD,,,-176133.0,-403344.57,2.29,-0.020000000000000018,-0.8658008658008665,3522.6600000000035,0.0,0.0,46583.45533499998,3522.6600000000035,-403344.57,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,WLD,RelativeValue,,-176133.0,-403344.57,2.29,-0.020000000000000018,-0.8658008658008665,3522.6600000000035,0.0,0.0,46583.45533499998,3522.6600000000035,-403344.57,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,WLD,RelativeValue,WLD,-176133.0,-403344.57,2.29,-0.020000000000000018,-0.8658008658008665,3522.6600000000035,0.0,0.0,46583.45533499998,3522.6600000000035,-403344.57,0.0,0.0,0.0,0.0,0.0
Bouchra,Equities,,,,0.0,248840.68525346107,0.256278699729811,-25.36172956064567,-98.9996151011453,-0.0337435127075878,0.0,0.0,-103776.72887591782,-0.0337435127075878,13278.41671963735,4.608512856550571,-0.0007222833442455112,911.0043894441865,-0.034982760227047494,0.5781016341490899
Bouchra,Equities,NVDA,,,0.0,248840.68525346107,0.256278699729811,-25.36172956064567,-98.9996151011453,-0.0337435127075878,0.0,0.0,-103776.72887591782,-0.0337435127075878,13278.41671963735,4.608512856550571,-0.0007222833442455112,911.0043894441865,-0.034982760227047494,0.5781016341490899
Bouchra,Equities,NVDA,E_CRYPTO_OPTIONS ,,0.0,248840.68525346107,0.256278699729811,-25.36172956064567,-98.9996151011453,-0.0337435127075878,0.0,0.0,-103776.72887591782,-0.0337435127075878,13278.41671963735,4.608512856550571,-0.0007222833442455112,911.0043894441865,-0.034982760227047494,0.5781016341490899
Bouchra,Equities,NVDA,E_CRYPTO_OPTIONS ,NVDA/16Aug2024/C135.0,530.0,396980.235947844,0.3815467819905407,-37.75844720253107,-98.99961499169248,-0.0537017396200099,0.0,0.0,-259315.85688994316,-0.0537017396200099,20221.979445498655,6.712244046143379,-0.0015916712392538557,1661.053115932523,-0.053107166145227036,0.5607637593325728
Bouchra,Equities,NVDA,E_CRYPTO_OPTIONS ,NVDA/16Aug2024/C145.0,-530.0,-148139.55069438292,0.13101061746908124,-12.96501191876027,-98.99961521059811,0.019958226912422106,0.0,0.0,155539.12801402534,0.019958226912422106,-6943.562725861306,2.5047816669577636,0.0008693878950083445,-750.0487264883366,0.018124405918179542,0.595439508965607
CryptoHedges,,,,,,30096942.676743716,,,,-568911.5988652217,0.0,0.0,-57240034.18204178,-568911.5988652217,-5463961.624992967,,-0.01326583287664107,-15344.25075192054,1.9442367528036542,
CryptoHedges,Crypto,,,,-8500000.0,-9163082.250849422,1.0780096765705203,0.0005090592908474356,0.04724445468371419,-1197.0308660445735,0.0,0.0,-58220.926272970624,-1197.0308660445735,-9163082.250849422,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,BTC,,,-8500000.0,-9163082.250849422,1.0780096765705203,0.0005090592908474356,0.04724445468371419,-1197.0308660445735,0.0,0.0,-58220.926272970624,-1197.0308660445735,-9163082.250849422,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,BTC,E_CRYPTO_EQUITY ,,-8500000.0,-9163082.250849422,1.0780096765705203,0.0005090592908474356,0.04724445468371419,-1197.0308660445735,0.0,0.0,-58220.926272970624,-1197.0308660445735,-9163082.250849422,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,BTC,E_CRYPTO_EQUITY ,USD/EUR/18Sep2024,-8500000.0,-9163082.250849422,1.0780096765705203,0.0005090592908474356,0.04724445468371419,-1197.0308660445735,0.0,0.0,-58220.926272970624,-1197.0308660445735,-9163082.250849422,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,,,,,39260024.92759313,,,,-567714.5679991771,0.0,0.0,-57181813.25576882,-567714.5679991771,3699120.625856459,,-0.01326583287664107,-15344.25075192054,1.9442367528036542,
CryptoHedges,Equities,BTC,,,2361.5321660399964,158511862.4630525,67122.46597464626,-240.6250508739613,-0.35720607117449754,-568243.7975938892,0.0,0.0,82282589.24820839,-568243.7975938892,158511862.4630525,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,BTC,MSTRspread,,2361.5321660399964,158511862.4630525,67122.46597464626,-240.6250508739613,-0.35720607117449754,-568243.7975938892,0.0,0.0,82282589.24820839,-568243.7975938892,158511862.4630525,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,BTC,MSTRspread,BTC,2361.5321660399964,158511862.4630525,67122.46597464626,-240.6250508739613,-0.35720607117449754,-568243.7975938892,0.0,0.0,82282589.24820839,-568243.7975938892,158511862.4630525,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,MSTR,,,,-119251837.53545938,,,,529.2295947120638,0.0,0.0,-139464402.50397724,529.2295947120638,-154812741.83719605,,-0.01326583287664107,-15344.25075192054,1.9442367528036542,
CryptoHedges,Equities,MSTR,E_MSTR_EQUITY ,,-92500.0,-155788230.56366116,1684.1970871747112,-0.00449927071304046,-0.00026714561660854107,416.18254096966666,0.0,0.0,-137715277.21310118,416.18254096966666,-155788230.56366116,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,MSTR,E_MSTR_EQUITY ,MSTR,-92500.0,-155788230.56366116,1684.1970871747112,-0.00449927071304046,-0.00026714561660854107,416.18254096966666,0.0,0.0,-137715277.21310118,416.18254096966666,-155788230.56366116,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,,-200.0,36536393.02820178,54.79605485159834,-5422.796883750054,-98.99962510635271,113.04705374239711,0.0,0.0,-1749125.2908760232,113.04705374239711,975488.7264651116,18.870531743712533,-0.01326583287664107,-15344.25075192054,1.9442367528036542,1.0741191913279073
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/02Aug2024/C1700.0,445.0,36805592.761649,66.10000000000025,-6541.356172451303,-98.99961500651955,-7.85493063746253,0.0,0.0,-2970091.8581898073,-7.85493063746253,2941450.000000011,49.089947008451055,-0.010118128557223827,27099.68056713983,-7.59660053215697,1.1920983847625242
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/02Aug2024/C1800.0,-145.0,-7171873.445342563,32.250000000000085,-3191.5088738510394,-98.99961500651956,1.2487589236116037,0.0,0.0,961934.2119505231,1.2487589236116037,-467625.0000000012,29.356438955857367,0.0057696070143720135,-7621.828644814244,1.2076901948828933,1.2079885139316873
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/02Aug2024/C1900.0,-300.0,-7988515.191283221,15.002422924060443,-1484.663406206104,-98.99961560551378,1.4712703810073435,0.0,0.0,1452491.7225313317,1.4712703810073435,-450072.6877218133,15.804602172860536,-0.003090860900556436,-11051.437233936313,1.1779931652544207,1.2450547750973897
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/30Aug2024/C2000.0,200.0,10642125.960334806,81.50536344743752,-8065.8941418334,-98.99961498887333,-4.32434110972099,0.0,0.0,-1234253.4232849423,-4.32434110972099,1630107.2689487503,31.58182022237828,0.007958078640513122,34911.39914480357,-4.209791410423236,0.9326692902117836
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/30Aug2024/C2300.0,-200.0,-5703170.351618254,37.709775931933926,-3731.8167309257037,-98.99961504811463,2.045371563057415,0.0,0.0,592153.7440000355,2.045371563057415,-754195.5186386786,16.924860823272855,-0.007815970093361102,-24764.770900304713,1.9519142378541687,0.9602589502414224
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/30Aug2024/P1520.0,-200.0,9952233.294462016,96.20876680615783,-9521.54197723277,-98.99967498257544,120.46092462190427,0.0,0.0,-551359.6878831636,120.46092462190427,-1924175.3361231564,-29.534478720544904,-0.0059685589803848416,-33917.29368480867,9.413031097392377,0.9066452337226373
Derivatives,,,,,25.0,460004.6581905993,9.576705112044602,-947.7259177254532,-98.99961570316619,-0.0806008800282143,0.0,0.0,-86067.51502994259,-0.0806008800282143,23941.7627801115,10.920964078478185,-9.325873406851315e-05,713.80674620114,-0.06284315140572261,1.2468173840830015
Derivatives,Equities,,,,25.0,460004.6581905993,9.576705112044602,-947.7259177254532,-98.99961570316619,-0.0806008800282143,0.0,0.0,-86067.51502994259,-0.0806008800282143,23941.7627801115,10.920964078478185,-9.325873406851315e-05,713.80674620114,-0.06284315140572261,1.2468173840830015
Derivatives,Equities,MSTR,,,25.0,460004.6581905993,9.576705112044602,-947.7259177254532,-98.99961570316619,-0.0806008800282143,0.0,0.0,-86067.51502994259,-0.0806008800282143,23941.7627801115,10.920964078478185,-9.325873406851315e-05,713.80674620114,-0.06284315140572261,1.2468173840830015
Derivatives,Equities,MSTR,E_MSTR_OPTIONS ,,25.0,460004.6581905993,9.576705112044602,-947.7259177254532,-98.99961570316619,-0.0806008800282143,0.0,0.0,-86067.51502994259,-0.0806008800282143,23941.7627801115,10.920964078478185,-9.325873406851315e-05,713.80674620114,-0.06284315140572261,1.2468173840830015
Derivatives,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/02Aug2024/C1950.0,25.0,460004.6581905993,9.576705112044602,-947.7259177254532,-98.99961570316619,-0.0806008800282143,0.0,0.0,-86067.51502994259,-0.0806008800282143,23941.7627801115,10.920964078478185,-9.325873406851315e-05,713.80674620114,-0.06284315140572261,1.2468173840830015
Eduardo,,,,,,487042.01362159976,,,,-1738.026390170824,0.0,0.0,303406.9157918107,-1738.026390170824,487042.01362159976,,0.0,0.0,0.0,
Eduardo,Crypto,,,,,487042.01362159976,,,,-1738.026390170824,0.0,0.0,303406.9157918107,-1738.026390170824,487042.01362159976,,0.0,0.0,0.0,
Eduardo,Crypto,BTC,,,2.2890980000000027,153649.90261763093,67122.46597464626,-240.6250508739613,-0.35720607117449754,-550.8143227053515,0.0,0.0,288430.7941669702,-550.8143227053515,153649.90261763093,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,BTC,Core,,2.2890980000000027,153649.90261763093,67122.46597464626,-240.6250508739613,-0.35720607117449754,-550.8143227053515,0.0,0.0,288430.7941669702,-550.8143227053515,153649.90261763093,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,BTC,Core,BTC,2.2890980000000027,153649.90261763093,67122.46597464626,-240.6250508739613,-0.35720607117449754,-550.8143227053515,0.0,0.0,288430.7941669702,-550.8143227053515,153649.90261763093,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,ETH,,,100.5746,333392.1110039688,3314.87384492674,-11.804293205894282,-0.35483724952484863,-1187.2120674654725,0.0,0.0,14976.121624840569,-1187.2120674654725,333392.1110039688,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,ETH,Core,,100.5746,333392.1110039688,3314.87384492674,-11.804293205894282,-0.35483724952484863,-1187.2120674654725,0.0,0.0,14976.121624840569,-1187.2120674654725,333392.1110039688,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,ETH,Core,ETH,100.5746,333392.1110039688,3314.87384492674,-11.804293205894282,-0.35483724952484863,-1187.2120674654725,0.0,0.0,14976.121624840569,-1187.2120674654725,333392.1110039688,0.0,0.0,0.0,0.0,0.0
Felman,,,,,,-16060039.94412554,,,,73087.97883954145,0.0,0.0,1809599.4944646563,73087.97883954145,-15970922.232160214,,-0.4118232976857428,-400.42008202652164,0.046830792360178924,
Felman,Crypto,,,,,-16060039.94412554,,,,73087.97883954145,0.0,0.0,1809599.4944646563,73087.97883954145,-15970922.232160214,,-0.4118232976857428,-400.42008202652164,0.046830792360178924,
Felman,Crypto,ARKM,,,-483787.0,-677301.7999999999,1.4,-0.010000000000000009,-0.7092198581560291,4837.8699999999935,0.0,0.0,54487.15364426005,4837.8699999999935,-677301.7999999999,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ARKM,Core,,-483787.0,-677301.7999999999,1.4,-0.010000000000000009,-0.7092198581560291,4837.8699999999935,0.0,0.0,54487.15364426005,4837.8699999999935,-677301.7999999999,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ARKM,Core,ARKM,-483787.0,-677301.7999999999,1.4,-0.010000000000000009,-0.7092198581560291,4837.8699999999935,0.0,0.0,54487.15364426005,4837.8699999999935,-677301.7999999999,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ASTR,,,26366424.230039,1944286.489147306,0.073741,-0.0005020000000000024,-0.6761580216316722,-13235.944963479706,0.0,0.0,-56260.066283104126,-13235.944963479706,1944286.489147306,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ASTR,Core,,26366424.230039,1944286.489147306,0.073741,-0.0005020000000000024,-0.6761580216316722,-13235.944963479706,0.0,0.0,-56260.066283104126,-13235.944963479706,1944286.489147306,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ASTR,Core,ASTR,26366424.230039,1944286.489147306,0.073741,-0.0005020000000000024,-0.6761580216316722,-13235.944963479706,0.0,0.0,-56260.066283104126,-13235.944963479706,1944286.489147306,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,BTC,,,,-5539512.275960703,,,,35397.87157685855,0.0,0.0,1103989.0257115318,35397.87157685855,-5450394.563995374,,-0.4118232976857428,-400.42008202652164,0.046830792360178924,
Felman,Crypto,BTC,Core,,-147.15766667999995,-9877585.474636625,67122.46597464626,-240.6250508739613,-0.35720607117449754,35409.821031366446,0.0,0.0,797901.0807587894,35409.821031366446,-9877585.474636625,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,BTC,Core,BTC,-147.15766667999995,-9877585.474636625,67122.46597464626,-240.6250508739613,-0.35720607117449754,35409.821031366446,0.0,0.0,797901.0807587894,35409.821031366446,-9877585.474636625,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,,,4338073.198675922,,,,-11.949454507894416,0.0,0.0,306087.9449527423,-11.949454507894416,4427190.910641251,,-0.4118232976857428,-400.42008202652164,0.046830792360178924,
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,FIP,250000.0,2441553.4827576526,9.766213931030613,-2.6090082123175762e-05,-0.0002671456166014148,-6.522520530753582,0.0,0.0,63017.836157653306,-6.522520530753582,2441553.4827576526,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,WULF,484280.0,2004142.2540051949,4.138395667806217,-1.105557215907993e-05,-0.00026714561661195897,-5.353992485128401,0.0,0.0,171567.76400519468,-5.353992485128401,2004142.2540051949,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,WULF/16Aug2024/C7.0,-2210.0,-107622.5380869253,0.0837322448941035,-8.286214482985368,-98.99960838920039,-0.07294149201243272,0.0,0.0,71502.34478989436,-0.07294149201243272,-18504.826121596874,11.762797351402856,-0.4118232976857428,-400.42008202652164,0.046830792360178924,1.8123926158476453
Felman,Crypto,COMP,,,-20866.288,-992414.7877173976,47.5606771898,-0.15373671019399637,-0.3222018204314896,3207.9144710804685,0.0,0.0,9799.889573776454,3207.9144710804685,-992414.7877173976,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,COMP,Core,,-20866.288,-992414.7877173976,47.5606771898,-0.15373671019399637,-0.3222018204314896,3207.9144710804685,0.0,0.0,9799.889573776454,3207.9144710804685,-992414.7877173976,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,COMP,Core,COMP,-20866.288,-992414.7877173976,47.5606771898,-0.15373671019399637,-0.3222018204314896,3207.9144710804685,0.0,0.0,9799.889573776454,3207.9144710804685,-992414.7877173976,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ETH,,,-2914.101538570003,-9659878.971666463,3314.87384492674,-11.804293205894282,-0.35483724952484863,34398.90899302662,0.0,0.0,101264.38843689015,34398.90899302662,-9659878.971666463,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ETH,Core,,-2914.101538570003,-9659878.971666463,3314.87384492674,-11.804293205894282,-0.35483724952484863,34398.90899302662,0.0,0.0,101264.38843689015,34398.90899302662,-9659878.971666463,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ETH,Core,ETH,-2914.101538570003,-9659878.971666463,3314.87384492674,-11.804293205894282,-0.35483724952484863,34398.90899302662,0.0,0.0,101264.38843689015,34398.90899302662,-9659878.971666463,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,HNT,,,257355.897461,1291379.7239721152,5.017875,-0.06497499999999956,-1.2783182663269537,-16721.699437528336,0.0,0.0,-61910.22229242876,-16721.699437528336,1291379.7239721152,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,HNT,Core,,257355.897461,1291379.7239721152,5.017875,-0.06497499999999956,-1.2783182663269537,-16721.699437528336,0.0,0.0,-61910.22229242876,-16721.699437528336,1291379.7239721152,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,HNT,Core,HNT,257355.897461,1291379.7239721152,5.017875,-0.06497499999999956,-1.2783182663269537,-16721.699437528336,0.0,0.0,-61910.22229242876,-16721.699437528336,1291379.7239721152,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,STRK,,,-1172304.7999999996,-607890.4479064002,0.518543,-0.005037000000000069,-0.962030635242001,5904.899277600081,0.0,0.0,285672.340272214,5904.899277600081,-607890.4479064002,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,STRK,Core,,-1172304.7999999996,-607890.4479064002,0.518543,-0.005037000000000069,-0.962030635242001,5904.899277600081,0.0,0.0,285672.340272214,5904.899277600081,-607890.4479064002,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,STRK,Core,STRK,-1172304.7999999996,-607890.4479064002,0.518543,-0.005037000000000069,-0.962030635242001,5904.899277600081,0.0,0.0,285672.340272214,5904.899277600081,-607890.4479064002,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,STX,,,-1599627.0569789996,-2939109.902387002,1.837371960898,-0.007983480714000013,-0.43262563590600667,12770.591758984403,0.0,0.0,134936.94982745792,12770.591758984403,-2939109.902387002,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,STX,Core,,-1599627.0569789996,-2939109.902387002,1.837371960898,-0.007983480714000013,-0.43262563590600667,12770.591758984403,0.0,0.0,134936.94982745792,12770.591758984403,-2939109.902387002,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,STX,Core,STX,-1599627.0569789996,-2939109.902387002,1.837371960898,-0.007983480714000013,-0.43262563590600667,12770.591758984403,0.0,0.0,134936.94982745792,12770.591758984403,-2939109.902387002,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,TAO,,,2978.0389999999998,967892.4553899999,325.01,-2.3500000000000227,-0.7178641251221966,-6998.391650000085,0.0,0.0,-32259.56435300006,-6998.391650000085,967892.4553899999,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,TAO,Core,,2978.0389999999998,967892.4553899999,325.01,-2.3500000000000227,-0.7178641251221966,-6998.391650000085,0.0,0.0,-32259.56435300006,-6998.391650000085,967892.4553899999,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,TAO,Core,TAO,2978.0389999999998,967892.4553899999,325.01,-2.3500000000000227,-0.7178641251221966,-6998.391650000085,0.0,0.0,-32259.56435300006,-6998.391650000085,967892.4553899999,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,TON,,,378044.0286000001,2510212.349904,6.64,-0.020000000000000462,-0.30030030030030724,-7560.88057200046,0.0,0.0,-178110.45277975115,-7560.88057200046,2510212.349904,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,TON,Core,,378044.0286000001,2510212.349904,6.64,-0.020000000000000462,-0.30030030030030724,-7560.88057200046,0.0,0.0,-178110.45277975115,-7560.88057200046,2510212.349904,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,TON,Core,TON,378044.0286000001,2510212.349904,6.64,-0.020000000000000462,-0.30030030030030724,-7560.88057200046,0.0,0.0,-178110.45277975115,-7560.88057200046,2510212.349904,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,WLD,,,-865707.0,-1982469.0300000003,2.29,-0.020000000000000018,-0.8658008658008665,17314.139999999898,0.0,0.0,342777.2073437398,17314.139999999898,-1982469.0300000003,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,WLD,Core,,-865707.0,-1982469.0300000003,2.29,-0.020000000000000018,-0.8658008658008665,17314.139999999898,0.0,0.0,342777.2073437398,17314.139999999898,-1982469.0300000003,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,WLD,Core,WLD,-865707.0,-1982469.0300000003,2.29,-0.020000000000000018,-0.8658008658008665,17314.139999999898,0.0,0.0,342777.2073437398,17314.139999999898,-1982469.0300000003,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,XAI,,,-1184521.0,-375233.746901,0.316781,-0.0031849999999999934,-0.995418263190462,3772.6993850000144,0.0,0.0,105212.84536306998,3772.6993850000144,-375233.746901,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,XAI,Core,,-1184521.0,-375233.746901,0.316781,-0.0031849999999999934,-0.995418263190462,3772.6993850000144,0.0,0.0,105212.84536306998,3772.6993850000144,-375233.746901,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,XAI,Core,XAI,-1184521.0,-375233.746901,0.316781,-0.0031849999999999934,-0.995418263190462,3772.6993850000144,0.0,0.0,105212.84536306998,3772.6993850000144,-375233.746901,0.0,0.0,0.0,0.0,0.0
Lending,,,,,,290288795.71834666,,,,-775.4958649396431,0.0,0.0,35758094.89384663,-775.4958649396431,290288795.71834666,,0.0,0.0,0.0,
Lending,Crypto,,,,,290288795.71834666,,,,-775.4958649396431,0.0,0.0,35758094.89384663,-775.4958649396431,290288795.71834666,,0.0,0.0,0.0,
Lending,Crypto,BTC,,,,290288795.71834666,,,,-775.4958649396431,0.0,0.0,35758094.89384663,-775.4958649396431,290288795.71834666,,0.0,0.0,0.0,
Lending,Crypto,BTC,E_CRYPTO_EQUITY ,,,290288795.71834666,,,,-775.4958649396431,0.0,0.0,35758094.89384663,-775.4958649396431,290288795.71834666,,0.0,0.0,0.0,
Lending,Crypto,BTC,E_CRYPTO_EQUITY ,ARKB,1275000.0,85736012.71279913,67.2439315394503,-0.00017963969543188796,-0.00026714561659281656,-229.04061168059707,0.0,0.0,14272556.212799132,-229.04061168059707,85736012.71279913,0.0,0.0,0.0,0.0,0.0
Lending,Crypto,BTC,E_CRYPTO_EQUITY ,IBIT,5337300.0,204552783.00554752,38.3251424888141,-0.00010238421172914514,-0.0002671456165990617,-546.455253259046,0.0,0.0,21485538.681047495,-546.455253259046,204552783.00554752,0.0,0.0,0.0,0.0,0.0
Novo,,,,,,951537813.8586223,,,,-2881295.331641283,0.0,0.0,349498215.9461422,1078395.0853173076,948936831.7502776,,3959690.4169585896,18163.63547543928,-173950.6150158042,
Novo,Crypto,,,,,951537813.8586223,,,,-2881295.331641283,0.0,0.0,349498215.9461422,1078395.0853173076,948936831.7502776,,3959690.4169585896,18163.63547543928,-173950.6150158042,
Novo,Crypto,BGCI,,,11392.0,30709934.08613263,2695.7456185158558,-29.824381484144396,-1.0942438273148147,-339759.35386737064,0.0,0.0,17854902.815732628,-339759.35386737064,30709934.08613263,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BGCI,AssetMgmt,,11392.0,30709934.08613263,2695.7456185158558,-29.824381484144396,-1.0942438273148147,-339759.35386737064,0.0,0.0,17854902.815732628,-339759.35386737064,30709934.08613263,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BGCI,AssetMgmt,BGCI,11392.0,30709934.08613263,2695.7456185158558,-29.824381484144396,-1.0942438273148147,-339759.35386737064,0.0,0.0,17854902.815732628,-339759.35386737064,30709934.08613263,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,,,,647683854.4932284,,,,-1588332.395272406,0.0,0.0,141464010.4501779,2371358.0216861833,645082872.3848838,,3959690.41695859,18163.635475439274,-173950.6150158042,
Novo,Crypto,BTC,Core,,,433336034.9284139,,,,-1553451.6489539847,0.0,0.0,123728097.94176538,-1553451.6489539847,433336034.9284139,,0.0,0.0,0.0,
Novo,Crypto,BTC,Core,BTC,5041.026591757599,338366135.8825363,67122.46597464626,-240.6250508739613,-0.35720607117449754,-1212997.2800986872,0.0,0.0,88899936.64556888,-1212997.2800986872,338366135.8825363,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,Core,BTC_MT_GOX,11319.0,94969899.04587762,8390.308246830782,-30.078131359245162,-0.35720607117449754,-340454.36885529757,0.0,0.0,34828161.296196505,-340454.36885529757,94969899.04587762,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,ETF ,,,209964176.33024585,,,,-560.9115919291798,0.0,0.0,15007540.127611768,-560.9115919291798,209964176.33024585,,0.0,0.0,0.0,
Novo,Crypto,BTC,ETF ,ARKB,1575000.0,105909192.17463422,67.2439315394503,-0.00017963969543188796,-0.00026714561659281656,-282.93252030201256,0.0,0.0,5282420.6746342275,-282.93252030201256,105909192.17463422,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,ETF ,BTCO,725000.0,48788086.31850676,67.29391216345762,-0.0001797732168284938,-0.0002671456165834963,-130.33558220602572,0.0,0.0,6917737.318506772,-130.33558220602572,48788086.31850676,0.0,0.0,0.0,0.0,0.0
