,,,,,,Quantity,Delta,Price,Price Change,Price Change (%),Period PnL,Traded Delta,Traded PnL,YTD PnL,Period Delta Change,Mkt Value,%Delta,$Gamma,$Vega,$Theta,ImpliedVol
Pod(L2),Book(L3),Desk Strategy,Underlier,Expiry,Ticker,,,,,,,,,,,,,,,,
Bouchra,Crypto,Options ,BTC,2024DEC27,BTCUSD-2024DEC27-C-140000=GALAXY_HK,200.0,1728034.0787045304,1897.5323906071326,-486.40891546956755,-20.40356086912477,-97281.09768079442,0.0,0.0,-251392.83646545443,-45007.05795851846,379506.47812142654,13.107107131929435,52274.039722275964,19375.83769219485,-4809.591245185161,0.7767455805179743
Bouchra,Crypto,Options ,BTC,2024DEC27,BTCUSD-2024DEC27-C-150000=GALAXY_HK,-200.0,-1447415.2380699548,1559.2118011231505,-410.93638075087165,-20.858145825355397,82186.66543136985,0.0,0.0,201957.02905656543,36814.25462956204,-311842.3602246301,10.978618317523292,-45372.41080180781,-17101.210860492323,4316.533230091581,0.7898404527626087
Bouchra,Crypto,Options ,BTC,2024DEC27,BTCUSD-2024DEC27-C-85000=GALAXY_HK,150.0,4114930.8088078247,7513.956943754976,-1384.9638081716475,-15.563278365770387,-207743.6656866481,0.0,0.0,587019.4471023455,-127586.63742591461,1127093.5415632464,41.615567359609,80157.0282607335,26645.82826186333,-5931.852162272435,0.69661367499279
Bouchra,Crypto,Options ,BTC,2024DEC27,BTCUSD-2024DEC27-C-95000=GALAXY_HK,-225.0,-4913006.783849799,5610.730944345676,-1138.3413714233538,-16.866634674570744,256125.5604608273,0.0,0.0,-708240.7105872044,146669.8939629157,-1262414.4624777772,33.124504274998586,-109455.66649791163,-37160.92398325952,8449.05631650897,0.7114635143078992
Bouchra,Crypto,Options ,BTC,2024JUL25,,-75.0,-258896.94943114783,51.674082403656485,-645.5156127091109,-92.58823204561301,48412.77742579118,0.0,0.0,33623.55029233363,-98334.47524283452,-3875.5561802742363,5.236609770053798,-146747.2526686257,-334.8081478852805,6534.651835952245,0.5695879940127824
Bouchra,Crypto,Options ,BTC,2024JUL25,BTCUSD-2024JUL25-C-70000=GALAXY_HK,-75.0,-258896.94943114783,51.674082403656485,-645.5156127091109,-92.58823204561301,48412.77742579118,0.0,0.0,33623.55029233363,-98334.47524283452,-3875.5561802742363,5.236609770053798,-146747.2526686257,-334.8081478852805,6534.651835952245,0.5695879940127824
Bouchra,Crypto,Options ,BTC,2024JUL26,,,-1003293.8570247993,,,,90807.73745540071,0.0,0.0,-77059.15460245026,-60522.451685980704,-9708.216617861206,,-151330.18914138142,-589.247385640602,6880.532863078908,
Bouchra,Crypto,Options ,BTC,2024JUL26,BTCUSD-2024JUL26-C-71000=GALAXY_HK,-150.0,-718753.4517256726,102.785228474012,-619.9065574033693,-85.7774461419641,92984.23008397795,0.0,0.0,49830.46220237075,-185308.42020741003,-15417.7842711018,7.268975852818068,-278292.650291388,-1123.606569935365,13644.911452527625,0.5972843116876517
Bouchra,Crypto,Options ,BTC,2024JUL26,BTCUSD-2024JUL26-P-60000=GALAXY_HK,150.0,-284540.4052991268,38.0637843549373,-14.515387803437534,-27.60672564359787,-2176.492628577238,0.0,0.0,-126889.61680482101,124785.96852142933,5709.567653240594,-2.877645081640368,126962.46115000657,534.359184294763,-6764.378589448717,0.62262498286266
Bouchra,Crypto,Options ,BTC,2024SEP27,,,2074626.6227446976,,,,-86078.64817359013,0.0,0.0,25743.729502021364,-47536.63733144281,431943.46514440415,,38542.01084214731,3577.983057740542,-1113.0771870661265,
Bouchra,Crypto,Options ,BTC,2024SEP27,BTCUSD-2024SEP27-C-100000=GALAXY_HK,-150.0,-1360820.024224796,1302.328717149624,-443.3017090392359,-25.39493482632933,66494.51454548512,0.0,0.0,65499.95061715614,-935.0546984519169,-195349.3075724436,13.762393589028276,-67429.56924393703,-9427.452947723252,5360.388170746254,0.7443933257913263
Bouchra,Crypto,Options ,BTC,2024SEP27,BTCUSD-2024SEP27-C-75000=GALAXY_HK,150.0,4031183.6766402456,4787.295113474094,-1206.270567060732,-20.126092402362598,-180939.32529563305,0.0,0.0,199695.5267845909,-48237.09393343024,718094.2670211141,40.768606722401174,132702.23136220282,16635.96698908283,-8481.568056936458,0.6674647086986079
Bouchra,Crypto,Options ,BTC,2024SEP27,BTCUSD-2024SEP27-C-85000=GALAXY_HK,-50.0,-865479.49406009,2750.757358470115,-804.5138180397716,-22.628761017029962,40225.33672206127,0.0,0.0,-305888.2221034331,4652.355731959979,-137537.86792350572,26.258585033549757,-35572.98099010129,-4656.9169597541495,2479.333032377367,0.6970063213262879
Bouchra,Crypto,Options ,BTC,2024SEP27,BTCUSD-2024SEP27-C-90000=GALAXY_HK,100.0,1388665.3416196199,2117.9229300161896,-656.1522186621114,-23.653008065579368,-65614.58827697858,0.0,0.0,-74607.07340914849,-3997.0941096264505,211792.29300161896,21.06600283791964,61617.49416735213,8248.639449842982,-4490.747772352355,0.7127492523369353
Bouchra,Crypto,Options ,BTC,2024SEP27,BTCUSD-2024SEP27-C-95000=GALAXY_HK,-100.0,-1118922.8772302815,1650.5591938237958,-537.5594713623959,-24.567199207025357,53755.41413147512,0.0,0.0,141043.54761285594,980.2496781058144,-165055.91938237956,16.974019442045595,-52775.1644533693,-7222.253473707869,4019.517439099065,0.7286209541069923
Bouchra,Crypto,Options ,ETH,,,,-845091.9718992392,,,,4940.886008420552,0.0,0.0,-139196.50109177845,15290.139614422878,-167696.56561758733,,10349.253606002327,-4036.2146543290405,-896.5748155391993,
Bouchra,Crypto,Options ,ETH,2024JUL26,,1000.0,116214.46705240705,2.691178688733885,-8.51034080217471,-75.97487831076751,-8509.958050661662,0.0,0.0,-133808.43855975306,34490.08104397266,2691.178688733885,3.3338613152750938,43000.039094634325,212.4432055785234,-3166.8012255273024,0.7331776622176364
Bouchra,Crypto,Options ,ETH,2024JUL26,ETHUSD-2024JUL26-C-3900=GALAXY_HK,1000.0,116214.46705240705,2.691178688733885,-8.51034080217471,-75.97487831076751,-8509.958050661662,0.0,0.0,-133808.43855975306,34490.08104397266,2691.178688733885,3.3338613152750938,43000.039094634325,212.4432055785234,-3166.8012255273024,0.7331776622176364
Bouchra,Crypto,Options ,ETH,2024SEP27,,-750.0,-961306.4389516463,227.18365907509497,-17.934883046381856,-7.316820217335339,13450.844059082214,0.0,0.0,-5388.062532025389,-19199.941429549785,-170387.74430632123,36.76951679920671,-32650.785488632,-4248.657859907564,2270.226409988103,0.699548183113494
Bouchra,Crypto,Options ,ETH,2024SEP27,ETHUSD-2024SEP27-C-4100=GALAXY_HK,-750.0,-961306.4389516463,227.18365907509497,-17.934883046381856,-7.316820217335339,13450.844059082214,0.0,0.0,-5388.062532025389,-19199.941429549785,-170387.74430632123,36.76951679920671,-32650.785488632,-4248.657859907564,2270.226409988103,0.699548183113494
Bouchra,Crypto,RelativeValue,,,,,1523503.1829834685,,,,135363.32825349612,4260.702522500011,5184.90566252498,115161.03336441565,134439.12511347115,1523503.1829834685,,0.0,0.0,0.0,
Bouchra,Crypto,RelativeValue,ALT,,,0.0,0.0,0.147198,-0.003348999999999991,-2.2245544580762093,1100.3267587799346,273901.033668,-5131.378575220006,40893.25425261998,280132.73900199996,0.0,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ALT,,,0.0,0.0,0.147198,-0.003348999999999991,-2.2245544580762093,1100.3267587799346,273901.033668,-5131.378575220006,40893.25425261998,280132.73900199996,0.0,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ALT,,ALT,0.0,0.0,0.147198,-0.003348999999999991,-2.2245544580762093,1100.3267587799346,273901.033668,-5131.378575220006,40893.25425261998,280132.73900199996,0.0,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ARKM,,,-414974.0,-605862.04,1.46,-0.09000000000000008,-5.806451612903231,36466.62626760002,-132678.96,7297.806267600012,54031.49657226002,-103510.13999999998,-605862.04,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ARKM,,,-414974.0,-605862.04,1.46,-0.09000000000000008,-5.806451612903231,36466.62626760002,-132678.96,7297.806267600012,54031.49657226002,-103510.13999999998,-605862.04,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ARKM,,ARKM,-414974.0,-605862.04,1.46,-0.09000000000000008,-5.806451612903231,36466.62626760002,-132678.96,7297.806267600012,54031.49657226002,-103510.13999999998,-605862.04,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ETH,,,1155.94832382,4029499.3009263687,3485.881866769182,-2.5610844265470405,-0.07341626228025833,-2960.4812500288244,0.0,0.0,28547.490826548776,-2960.4812500288244,4029499.3009263687,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ETH,,,1155.94832382,4029499.3009263687,3485.881866769182,-2.5610844265470405,-0.07341626228025833,-2960.4812500288244,0.0,0.0,28547.490826548776,-2960.4812500288244,4029499.3009263687,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ETH,,ETH,1155.94832382,4029499.3009263687,3485.881866769182,-2.5610844265470405,-0.07341626228025833,-2960.4812500288244,0.0,0.0,28547.490826548776,-2960.4812500288244,4029499.3009263687,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ETHFI,,,-136706.93000000002,-336299.0478,2.46,-0.10000000000000009,-3.9062500000000036,13670.693000000058,0.0,0.0,-74219.55857434998,13670.693000000058,-336299.0478,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ETHFI,,,-136706.93000000002,-336299.0478,2.46,-0.10000000000000009,-3.9062500000000036,13670.693000000058,0.0,0.0,-74219.55857434998,13670.693000000058,-336299.0478,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,ETHFI,,ETHFI,-136706.93000000002,-336299.0478,2.46,-0.10000000000000009,-3.9062500000000036,13670.693000000058,0.0,0.0,-74219.55857434998,13670.693000000058,-336299.0478,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,SEI,,,-1524778.0,-584005.22178,0.38301,-0.02947299999999997,-7.145264168462694,44939.78199399996,0.0,0.0,-64110.41934572003,44939.78199399996,-584005.22178,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,SEI,,,-1524778.0,-584005.22178,0.38301,-0.02947299999999997,-7.145264168462694,44939.78199399996,0.0,0.0,-64110.41934572003,44939.78199399996,-584005.22178,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,SEI,,SEI,-1524778.0,-584005.22178,0.38301,-0.02947299999999997,-7.145264168462694,44939.78199399996,0.0,0.0,-64110.41934572003,44939.78199399996,-584005.22178,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,STRK,,,-1015445.3,-590575.8783629001,0.581593,-0.01403500000000002,-2.3563365053355483,13965.101483144943,-136961.37114550002,3018.4779701449734,69344.6742980569,-126014.74763250005,-590575.8783629001,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,STRK,,,-1015445.3,-590575.8783629001,0.581593,-0.01403500000000002,-2.3563365053355483,13965.101483144943,-136961.37114550002,3018.4779701449734,69344.6742980569,-126014.74763250005,-590575.8783629001,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,STRK,,STRK,-1015445.3,-590575.8783629001,0.581593,-0.01403500000000002,-2.3563365053355483,13965.101483144943,-136961.37114550002,3018.4779701449734,69344.6742980569,-126014.74763250005,-590575.8783629001,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,WLD,,,-176133.0,-389253.93,2.21,-0.16000000000000014,-6.7510548523206815,28181.280000000028,0.0,0.0,60674.09533499999,28181.280000000028,-389253.93,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,WLD,,,-176133.0,-389253.93,2.21,-0.16000000000000014,-6.7510548523206815,28181.280000000028,0.0,0.0,60674.09533499999,28181.280000000028,-389253.93,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,RelativeValue,WLD,,WLD,-176133.0,-389253.93,2.21,-0.16000000000000014,-6.7510548523206815,28181.280000000028,0.0,0.0,60674.09533499999,28181.280000000028,-389253.93,0.0,0.0,0.0,0.0,0.0
Bouchra,Equities,,,,,0.0,906851.8858928785,1.2819360263208013,-154.86564094311848,-99.18567249003456,-12721.852203150844,0.0,0.0,-49217.68385236645,-12721.852203150844,67858.97481582258,16.615949184910928,-0.0001176836406102666,2285.08118771878,-0.1761543578724467,0.47010317566801496
Bouchra,Equities,E_CRYPTO_OPTIONS ,,,,0.0,906851.8858928785,1.2819360263208013,-154.86564094311848,-99.18567249003456,-12721.852203150844,0.0,0.0,-49217.68385236645,-12721.852203150844,67858.97481582258,16.615949184910928,-0.0001176836406102666,2285.08118771878,-0.1761543578724467,0.47010317566801496
Bouchra,Equities,E_CRYPTO_OPTIONS ,NVDA,,,0.0,906851.8858928785,1.2819360263208013,-154.86564094311848,-99.18567249003456,-12721.852203150844,0.0,0.0,-49217.68385236645,-12721.852203150844,67858.97481582258,16.615949184910928,-0.0001176836406102666,2285.08118771878,-0.1761543578724467,0.47010317566801496
Bouchra,Equities,E_CRYPTO_OPTIONS ,NVDA,2024AUG16,,0.0,906851.8858928785,1.2819360263208013,-154.86564094311848,-99.18567249003456,-12721.852203150844,0.0,0.0,-49217.68385236645,-12721.852203150844,67858.97481582258,16.615949184910928,-0.0001176836406102666,2285.08118771878,-0.1761543578724467,0.47010317566801496
Bouchra,Equities,E_CRYPTO_OPTIONS ,NVDA,2024AUG16,NVDA/16Aug2024/C135.0,530.0,1533009.0245529017,1.9221150340172408,-230.21996037955824,-99.17200919712944,-21203.224024741958,0.0,0.0,-177697.92405554693,-21203.224024741958,101872.09680291376,23.594663982763553,-0.0017064127888488656,5131.882710499392,-0.26658985517999945,0.4681092521564362
Bouchra,Equities,E_CRYPTO_OPTIONS ,NVDA,2024AUG16,NVDA/16Aug2024/C145.0,-530.0,-626157.1386600232,0.6417570186243616,-79.51132150667873,-99.19933578293968,8481.371821591114,0.0,0.0,128480.24020318048,8481.371821591114,-34013.12198709117,9.637234387058305,0.001588729148238599,-2846.801522780612,0.09043549730755274,0.47209709917959375
CryptoHedges,,,,,,,55296250.46393859,,,,408260.2463937843,21893239.805855352,-472136.84981268784,-58266997.14760529,22773636.90206182,12474917.130794289,,0.004087397087459976,13101.021883095498,-8.308354034581509,
CryptoHedges,Crypto,,,,,-8500000.0,-9182420.400005024,1.0802847529417676,-0.0034088447081541684,-0.31455798166073207,32547.43890661793,0.0,0.0,-86672.48816168727,32547.43890661793,-9182420.400005024,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,E_CRYPTO_EQUITY ,,,,-8500000.0,-9182420.400005024,1.0802847529417676,-0.0034088447081541684,-0.31455798166073207,32547.43890661793,0.0,0.0,-86672.48816168727,32547.43890661793,-9182420.400005024,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,E_CRYPTO_EQUITY ,BTC,,,-8500000.0,-9182420.400005024,1.0802847529417676,-0.0034088447081541684,-0.31455798166073207,32547.43890661793,0.0,0.0,-86672.48816168727,32547.43890661793,-9182420.400005024,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,E_CRYPTO_EQUITY ,BTC,2024SEP18,,-8500000.0,-9182420.400005024,1.0802847529417676,-0.0034088447081541684,-0.31455798166073207,32547.43890661793,0.0,0.0,-86672.48816168727,32547.43890661793,-9182420.400005024,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,E_CRYPTO_EQUITY ,BTC,2024SEP18,USD/EUR/18Sep2024,-8500000.0,-9182420.400005024,1.0802847529417676,-0.0034088447081541684,-0.31455798166073207,32547.43890661793,0.0,0.0,-86672.48816168727,32547.43890661793,-9182420.400005024,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,,,,,,64478670.8639436,,,,375712.8074871659,21893239.805855352,-472136.84981268784,-58180324.65944361,22741089.463155203,21657337.5307993,,0.004087397087459976,13101.021883095498,-8.308354034581509,
CryptoHedges,Equities,E_MSTR_EQUITY ,,,,-89000.0,-153177329.39728776,1721.0935887335734,-78.2894743694992,-4.350906484275083,6967763.218885423,0.0,0.0,-138831698.97672862,6967763.218885423,-153177329.39728776,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,E_MSTR_EQUITY ,MSTR,,,-89000.0,-153177329.39728776,1721.0935887335734,-78.2894743694992,-4.350906484275083,6967763.218885423,0.0,0.0,-138831698.97672862,6967763.218885423,-153177329.39728776,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,E_MSTR_EQUITY ,MSTR,,,-89000.0,-153177329.39728776,1721.0935887335734,-78.2894743694992,-4.350906484275083,6967763.218885423,0.0,0.0,-138831698.97672862,6967763.218885423,-153177329.39728776,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,E_MSTR_EQUITY ,MSTR,,MSTR,-89000.0,-153177329.39728776,1721.0935887335734,-78.2894743694992,-4.350906484275083,6967763.218885423,0.0,0.0,-138831698.97672862,6967763.218885423,-153177329.39728776,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,E_MSTR_OPTIONS ,,,,-165.0,46917351.11297088,59.00799394769209,-8764.983509547112,-99.26623846115423,-873595.933174919,21893239.805855352,-472136.84981268784,1213110.6428434416,21491780.722493116,4096017.7798265824,17.350565286078904,0.004087397087459976,13101.021883095498,-8.308354034581509,0.9086970113653497
CryptoHedges,Equities,E_MSTR_OPTIONS ,MSTR,,,-165.0,46917351.11297088,59.00799394769209,-8764.983509547112,-99.26623846115423,-873595.933174919,21893239.805855352,-472136.84981268784,1213110.6428434416,21491780.722493116,4096017.7798265824,17.350565286078904,0.004087397087459976,13101.021883095498,-8.308354034581509,0.9086970113653497
CryptoHedges,Equities,E_MSTR_OPTIONS ,MSTR,2024AUG02,,135.0,43014857.473023295,77.15696428517624,-11436.724976232339,-99.22320507708595,-963113.2580329641,21893239.805855352,-472136.84981268784,298485.37571339833,21402263.397635072,4232850.267883771,25.652486163193867,0.006938449814697378,19763.037285104445,-9.202341729615924,0.9334283424998063
CryptoHedges,Equities,E_MSTR_OPTIONS ,MSTR,2024AUG02,MSTR/02Aug2024/C1700.0,600.0,58611621.592747726,118.87999999999998,-17979.009822932552,-99.34312783886348,-3728736.042612726,0.0,0.0,-569754.148853194,-3728736.042612726,7132799.999999999,56.73582185071925,-0.006821210263296962,67215.50535164056,-18.674876335825275,0.9418433138036107
CryptoHedges,Equities,E_MSTR_OPTIONS ,MSTR,2024AUG02,MSTR/02Aug2024/C1800.0,-300.0,-21893239.805855352,77.20000000000024,-13114.617287668669,-99.41478874125883,2812773.2224138896,21893239.805855352,-472136.84981268784,241877.849712688,25178149.87808193,-2316000.0000000075,42.385142045405516,0.013642420526593924,-33471.89307623921,6.063679564199731,0.9551844425103532
CryptoHedges,Equities,E_MSTR_OPTIONS ,MSTR,2024AUG02,MSTR/02Aug2024/P1555.0,-165.0,6296475.68613093,35.39089285552853,-3216.547818095792,-98.91169865113555,-47150.437834127806,0.0,0.0,626361.6748539043,-47150.437834127806,-583949.7321162208,-22.16350540654316,0.00011723955140041653,-13980.574990296902,3.4088550420096198,0.9032572711854548
CryptoHedges,Equities,E_MSTR_OPTIONS ,MSTR,2024JUL26,,-300.0,3902493.639947584,4.56108293523963,-749.7591094914335,-99.39533861335907,89517.32485804509,0.0,0.0,914625.2671300431,89517.32485804509,-136832.4880571889,-7.555197345265984,-0.002851052727237402,-6662.015402008948,0.893987695034415,0.8345030179619801
CryptoHedges,Equities,E_MSTR_OPTIONS ,MSTR,2024JUL26,MSTR/26Jul2024/P1550.0,-300.0,3902493.639947584,4.56108293523963,-749.7591094914335,-99.39533861335907,89517.32485804509,0.0,0.0,914625.2671300431,89517.32485804509,-136832.4880571889,-7.555197345265984,-0.002851052727237402,-6662.015402008948,0.893987695034415,0.8345030179619801
CryptoHedges,Equities,MSTRspread,,,,2590.0991114999974,170738649.14826047,65919.7358086351,-2207.8129955851764,-3.2407051689615605,-5718454.478223338,0.0,0.0,79438263.67444158,-5718454.478223338,170738649.14826047,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,MSTRspread,BTC,,,2590.0991114999974,170738649.14826047,65919.7358086351,-2207.8129955851764,-3.2407051689615605,-5718454.478223338,0.0,0.0,79438263.67444158,-5718454.478223338,170738649.14826047,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,MSTRspread,BTC,,,2590.0991114999974,170738649.14826047,65919.7358086351,-2207.8129955851764,-3.2407051689615605,-5718454.478223338,0.0,0.0,79438263.67444158,-5718454.478223338,170738649.14826047,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,MSTRspread,BTC,,BTC,2590.0991114999974,170738649.14826047,65919.7358086351,-2207.8129955851764,-3.2407051689615605,-5718454.478223338,0.0,0.0,79438263.67444158,-5718454.478223338,170738649.14826047,0.0,0.0,0.0,0.0,0.0
Eduardo,,,,,,,501487.9097976396,,,,-5311.4803543344315,0.0,0.0,317852.81196784973,-5311.4803543344315,501487.9097976396,,0.0,0.0,0.0,
Eduardo,Crypto,,,,,,501487.9097976396,,,,-5311.4803543344315,0.0,0.0,317852.81196784973,-5311.4803543344315,501487.9097976396,,0.0,0.0,0.0,
Eduardo,Crypto,Core,,,,,501487.9097976396,,,,-5311.4803543344315,0.0,0.0,317852.81196784973,-5311.4803543344315,501487.9097976396,,0.0,0.0,0.0,
Eduardo,Crypto,Core,BTC,,,2.2890980000000027,150896.73540007585,65919.7358086351,-2207.8129955851764,-3.2407051689615605,-5053.90031256841,0.0,0.0,285677.62694941426,-5053.90031256841,150896.73540007585,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,Core,BTC,,,2.2890980000000027,150896.73540007585,65919.7358086351,-2207.8129955851764,-3.2407051689615605,-5053.90031256841,0.0,0.0,285677.62694941426,-5053.90031256841,150896.73540007585,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,Core,BTC,,BTC,2.2890980000000027,150896.73540007585,65919.7358086351,-2207.8129955851764,-3.2407051689615605,-5053.90031256841,0.0,0.0,285677.62694941426,-5053.90031256841,150896.73540007585,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,Core,ETH,,,100.5746,350591.17439756374,3485.881866769182,-2.5610844265470405,-0.07341626228025833,-257.58004176602117,0.0,0.0,32175.18501843547,-257.58004176602117,350591.17439756374,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,Core,ETH,,,100.5746,350591.17439756374,3485.881866769182,-2.5610844265470405,-0.07341626228025833,-257.58004176602117,0.0,0.0,32175.18501843547,-257.58004176602117,350591.17439756374,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,Core,ETH,,ETH,100.5746,350591.17439756374,3485.881866769182,-2.5610844265470405,-0.07341626228025833,-257.58004176602117,0.0,0.0,32175.18501843547,-257.58004176602117,350591.17439756374,0.0,0.0,0.0,0.0,0.0
Felman,,,,,,,22855511.436347507,,,,239322.685740177,18942700.712450784,226354.95854648098,2331590.8585107164,18955668.43964448,23086541.648723107,,0.5049161089232257,-871.9357204801104,0.18645847063177845,
Felman,Crypto,,,,,,22855511.436347507,,,,239322.685740177,18942700.712450784,226354.95854648098,2331590.8585107164,18955668.43964448,23086541.648723107,,0.5049161089232257,-871.9357204801104,0.18645847063177845,
Felman,Crypto,Core,,,,,19711616.500979736,,,,221110.94214248672,18942700.712450784,226354.95854648098,1588164.0743037723,18937456.69604679,19711616.500979736,,0.0,0.0,0.0,
Felman,Crypto,Core,ALT,,,0.0,1.1641532182693481e-10,0.147198,-0.003348999999999991,-2.2245544580762093,-5869.408160880055,494163.11613599997,-17112.44322888006,164193.25568185997,505406.151204,1.1641532182693481e-10,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ALT,,,0.0,1.1641532182693481e-10,0.147198,-0.003348999999999991,-2.2245544580762093,-5869.408160880055,494163.11613599997,-17112.44322888006,164193.25568185997,505406.151204,1.1641532182693481e-10,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ALT,,ALT,0.0,1.1641532182693481e-10,0.147198,-0.003348999999999991,-2.2245544580762093,-5869.408160880055,494163.11613599997,-17112.44322888006,164193.25568185997,505406.151204,1.1641532182693481e-10,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ARKM,,,-483787.0,-706329.0199999999,1.46,-0.09000000000000008,-5.806451612903231,43540.83000000012,0.0,0.0,25459.933644260047,43540.83000000012,-706329.0199999999,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ARKM,,,-483787.0,-706329.0199999999,1.46,-0.09000000000000008,-5.806451612903231,43540.83000000012,0.0,0.0,25459.933644260047,43540.83000000012,-706329.0199999999,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ARKM,,ARKM,-483787.0,-706329.0199999999,1.46,-0.09000000000000008,-5.806451612903231,43540.83000000012,0.0,0.0,25459.933644260047,43540.83000000012,-706329.0199999999,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ASTR,,,19730087.230039,1448326.5132954728,0.073407,-0.004282999999999995,-5.5129360278028,-84503.96360625693,0.0,0.0,-52123.404834727175,-84503.96360625693,1448326.5132954728,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ASTR,,,19730087.230039,1448326.5132954728,0.073407,-0.004282999999999995,-5.5129360278028,-84503.96360625693,0.0,0.0,-52123.404834727175,-84503.96360625693,1448326.5132954728,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ASTR,,ASTR,19730087.230039,1448326.5132954728,0.073407,-0.004282999999999995,-5.5129360278028,-84503.96360625693,0.0,0.0,-52123.404834727175,-84503.96360625693,1448326.5132954728,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ETH,,,3565.134865869998,12427638.981522813,3485.881866769182,-2.5610844265470405,-0.07341626228025833,122641.63649937254,12427638.981487952,122641.63649940048,425588.6243154586,12427638.981487922,12427638.981522813,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ETH,,,3565.134865869998,12427638.981522813,3485.881866769182,-2.5610844265470405,-0.07341626228025833,122641.63649937254,12427638.981487952,122641.63649940048,425588.6243154586,12427638.981487922,12427638.981522813,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ETH,,ETH,3565.134865869998,12427638.981522813,3485.881866769182,-2.5610844265470405,-0.07341626228025833,122641.63649937254,12427638.981487952,122641.63649940048,425588.6243154586,12427638.981487922,12427638.981522813,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ETHFI,,,-219398.90000000002,-539721.294,2.46,-0.10000000000000009,-3.9062500000000036,21939.889999999956,0.0,0.0,-39929.12537054805,21939.889999999956,-539721.294,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ETHFI,,,-219398.90000000002,-539721.294,2.46,-0.10000000000000009,-3.9062500000000036,21939.889999999956,0.0,0.0,-39929.12537054805,21939.889999999956,-539721.294,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ETHFI,,ETHFI,-219398.90000000002,-539721.294,2.46,-0.10000000000000009,-3.9062500000000036,21939.889999999956,0.0,0.0,-39929.12537054805,21939.889999999956,-539721.294,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,Core,ILV,,,6578.286,457717.13988,69.58,-3.049999999999997,-4.199366652898248,-20063.77230000001,0.0,0.0,-42232.59612,-20063.77230000001,457717.13988,0.0,0.0,0.0,0.0,0.0
